x	y	z	t	dist
-0.923435	-19.2174	-1.50827	30.2135	5.17865
-0.923075	-20.108	-1.64786	30.2679	4.34876
-0.919011	-20.9506	-1.77992	30.3192	3.58873
-0.911793	-21.8381	-1.91902	30.373	2.83728
-0.900323	-22.7203	-2.05728	30.4269	2.1902
-0.885664	-23.554	-2.18795	30.4777	1.77215
-0.874457	-24.3794	-2.31732	30.5281	-1
-0.856907	-25.2724	-2.45728	30.583	13.6478
-0.839158	-26.1061	-2.58795	30.6338	12.814
-0.818208	-26.9321	-2.71741	30.6844	11.988
-0.794541	-27.8271	-2.85768	30.7388	11.093
-0.772941	-28.6948	-2.99369	30.7915	10.2252
-0.746838	-29.6136	-3.13768	30.8478	9.30665
-0.725484	-30.4703	-3.27196	30.9	8.45005
-0.707816	-31.3083	-3.40329	30.951	7.61235
-0.691391	-32.1675	-3.53796	31.0037	6.75342
-0.674782	-33.0586	-3.67762	31.0583	5.86283
-0.664097	-33.9862	-3.82301	31.1149	4.93574
-0.656455	-34.8534	-3.95893	31.168	4.06916
-0.654051	-35.7669	-4.1021	31.2238	3.15655
-0.656593	-36.7	-4.24834	31.281	2.22472
-0.662814	-37.5663	-4.38413	31.334	1.36064
-0.673792	-38.4623	-4.52455	31.389	0.474865
-0.685979	-39.3101	-4.65742	31.4411	-1
-0.701051	-40.168	-4.79188	31.4937	13.6535
-0.71857	-41.0346	-4.92771	31.5468	12.7946
-0.738235	-41.9181	-5.06619	31.6011	11.9203
-0.757901	-42.7916	-5.2031	31.6545	11.0574
-0.781238	-43.7243	-5.34928	31.7115	10.1385
-0.799801	-44.6233	-5.49017	31.7665	9.25478
-0.82027	-45.5016	-5.62783	31.8203	8.39502
-0.836198	-46.3936	-5.76764	31.8749	7.52518
-0.856205	-47.2442	-5.90096	31.9272	6.70235
-0.869044	-48.057	-6.02834	31.9774	5.92184
-0.879022	-48.9097	-6.16198	32.03	5.11263
-0.883667	-49.7669	-6.29634	32.0827	4.31398
-0.880953	-50.611	-6.42863	32.1345	3.55084
-0.867275	-51.4942	-6.56707	32.1887	2.796
-0.848767	-52.3524	-6.70157	32.2414	2.15415
-0.82014	-53.2355	-6.83998	32.295	1.6965
-0.786141	-54.0865	-6.97335	32.3469	-1
-0.740988	-54.971	-7.11198	32.4011	13.5871
-0.699693	-55.854	-7.25038	32.4552	12.7043
-0.650708	-56.6745	-7.37897	32.5054	11.8844
-0.593579	-57.5941	-7.5231	32.5616	10.9658
-0.548982	-58.46	-7.65882	32.6144	10.1011
-0.500721	-59.3753	-7.80227	32.6703	9.18755
-0.462351	-60.2096	-7.93303	32.7214	8.35522
-0.424258	-61.0431	-8.06367	32.7723	7.52428
-0.383996	-61.9503	-8.20586	32.8274	6.62074
-0.345203	-62.8382	-8.34502	32.8818	5.73784
-0.312986	-63.7006	-8.48019	32.9347	4.88169
-0.283476	-64.5284	-8.60993	32.9852	4.06255
-0.24952	-65.3833	-8.74392	33.0377	3.22203
-0.220724	-66.2797	-8.88441	33.0925	2.35074
-0.190271	-67.116	-9.01548	33.1437	1.56558
-0.155206	-67.9985	-9.1538	33.1977	0.853669
-0.129453	-68.9152	-9.29747	33.2538	-1
-0.0983309	-69.7944	-9.43528	33.3076	13.6122
-0.0745272	-70.6757	-9.57341	33.3619	12.7313
-0.0510316	-71.5228	-9.70618	33.4138	11.8846
-0.0233622	-72.4109	-9.84536	33.4682	10.997
-0.00159435	-73.2366	-9.97478	33.5191	10.1719
0.0216086	-74.095	-10.1093	33.5718	9.31456
0.0461804	-75.0162	-10.2537	33.628	8.39469
0.0654659	-75.8647	-10.3867	33.6801	7.54812
0.083816	-76.7876	-10.5313	33.7364	6.62813
0.105633	-77.6598	-10.668	33.7899	5.75916
0.122443	-78.5005	-10.7998	33.8417	4.92333
0.140039	-79.3171	-10.9278	33.892	4.11315
0.158409	-80.2144	-11.0684	33.9471	3.227
0.175358	-81.0348	-11.197	33.9978	2.42403
0.194423	-81.8974	-11.3322	34.0507	1.59868
0.21569	-82.7949	-11.4729	34.1055	0.824756
0.238667	-83.6391	-11.6052	34.1573	-1
0.266818	-84.4669	-11.7349	34.2081	13.7705
0.300665	-85.3186	-11.8684	34.2601	12.9243
0.334833	-86.2113	-12.0083	34.3148	12.0383
0.379591	-87.1014	-12.1478	34.3695	11.1571
0.417995	-87.9558	-12.2817	34.4217	10.3123
0.460077	-88.8559	-12.4228	34.4769	9.4247
0.516401	-89.7259	-12.5592	34.5302	8.57177
0.56609	-90.555	-12.6891	34.5804	7.76216
0.620185	-91.4563	-12.8304	34.6356	6.88773
0.676568	-92.328	-12.967	34.6888	6.05097
0.72325	-93.1413	-13.0945	34.7389	5.2792
0.766948	-94.0581	-13.2382	34.7949	4.4247
0.82324	-94.9428	-13.3768	34.8491	3.63571
0.869979	-95.8407	-13.5176	34.9042	2.88724
0.919934	-96.7633	-13.6621	34.9607	2.23852
0.957308	-97.6404	-13.7996	35.0145	1.84306
1.00108	-98.513	-13.9364	35.0681	-1
1.04184	-99.4075	-14.0766	35.1229	13.6099
1.07252	-100.284	-14.2139	35.1768	12.7346
1.11183	-101.115	-14.3443	35.2284	11.904
1.14439	-101.939	-14.4734	35.2791	11.0814
1.17114	-102.809	-14.6098	35.3325	10.2126
1.20188	-103.658	-14.7428	35.3846	9.36554
1.23591	-104.547	-14.8822	35.4393	8.47907
1.26483	-105.366	-15.0105	35.4894	7.66319
1.29241	-106.208	-15.1424	35.5414	6.82514
1.31721	-107.082	-15.2794	35.5951	5.9559
1.34349	-107.928	-15.4121	35.6475	5.11583
1.36784	-108.739	-15.539	35.6978	4.31426
1.39707	-109.565	-15.6686	35.7487	3.50112
1.42033	-110.413	-15.8014	35.8008	2.6756
1.44391	-111.246	-15.9321	35.8522	1.88237
1.46667	-112.109	-16.0673	35.9051	1.12515
1.49334	-112.968	-16.2019	35.958	0.694969
1.51497	-113.859	-16.3415	36.013	1.10562
1.53251	-114.708	-16.4747	36.0648	13.3317
1.54896	-115.531	-16.6036	36.1152	12.5259
1.56648	-116.402	-16.7401	36.1686	11.6749
1.57964	-117.307	-16.882	36.2241	10.7931
1.58636	-118.211	-17.0237	36.2793	9.91468
1.58292	-119.121	-17.1663	36.3351	9.03312
1.56924	-119.995	-17.3033	36.3882	8.18939
1.54264	-120.839	-17.4356	36.4396	7.37683
1.50655	-121.75	-17.5783	36.4955	6.507
1.45689	-122.661	-17.7211	36.5515	5.64422
1.41069	-123.53	-17.8574	36.605	4.83863
1.35846	-124.369	-17.9889	36.6571	4.08218
1.29352	-125.246	-18.1263	36.711	3.32876
1.24493	-126.133	-18.2653	36.7656	2.65996
1.18957	-127.026	-18.4052	36.8202	2.14768
1.148	-127.888	-18.5403	36.8735	-1
1.102	-128.79	-18.6818	36.9289	13.8663
1.05176	-129.671	-18.8198	36.9832	12.9847
1.0163	-130.546	-18.957	37.0368	12.109
0.980578	-131.378	-19.0873	37.0881	11.277
0.936763	-132.203	-19.2166	37.1391	10.4517
0.902969	-133.057	-19.3505	37.1915	9.59711
0.870985	-133.937	-19.4884	37.2454	8.71707
0.839323	-134.8	-19.6236	37.2984	7.85381
0.802962	-135.682	-19.7619	37.3525	6.9718
0.774849	-136.567	-19.9007	37.4067	6.08637
0.739348	-137.436	-20.0368	37.4599	5.21813
0.713268	-138.334	-20.1776	37.5151	4.32013
0.686882	-139.151	-20.3057	37.5655	3.50389
0.66153	-139.977	-20.4352	37.6163	2.67951
0.631884	-140.833	-20.5692	37.6691	1.82865
0.607853	-141.69	-20.7036	37.7219	0.982055
0.584592	-142.533	-20.8357	37.7736	0.246866
0.561595	-143.404	-20.9723	37.8271	-1
0.533685	-144.294	-21.1118	37.8818	13.2454
0.512235	-145.126	-21.2421	37.933	12.4161
0.49162	-146.008	-21.3804	37.987	11.5365
0.46988	-146.833	-21.5097	38.0379	10.7145
0.446225	-147.72	-21.6487	38.0927	9.83156
0.427592	-148.607	-21.7878	38.147	8.9496
0.410755	-149.441	-21.9184	38.1979	8.12224
0.393319	-150.276	-22.0493	38.2489	7.29454
0.371	-151.151	-22.1864	38.3021	6.42935
0.354674	-152.035	-22.325	38.3558	5.55846
0.336177	-152.895	-22.4597	38.4082	4.71638
0.316361	-153.758	-22.5951	38.4608	3.87833
0.300786	-154.644	-22.7338	38.5152	3.03533
0.282233	-155.52	-22.8712	38.569	2.2322
0.265335	-156.347	-23.0008	38.6194	1.5498
0.248427	-157.224	-23.1382	38.6731	1.07751
0.230534	-158.129	-23.2801	38.7285	-1
0.209827	-158.982	-23.4138	38.7804	13.3222
0.195622	-159.853	-23.5502	38.834	12.4535
0.187575	-160.777	-23.6951	38.8904	11.5306
0.189432	-161.661	-23.8336	38.9445	10.6482
0.199672	-162.498	-23.9648	38.9959	9.81216
0.220786	-163.329	-24.0951	39.047	8.98118
0.254358	-164.208	-24.2328	39.1009	8.10186
0.295811	-165.032	-24.362	39.1517	7.27673
0.339873	-165.907	-24.4991	39.2054	6.40129
0.409389	-166.821	-24.6424	39.2614	5.48439
0.458693	-167.666	-24.7749	39.3135	4.6377
0.508277	-168.582	-24.9184	39.3695	3.72109
0.559906	-169.412	-25.0485	39.4207	2.88908
0.601211	-170.23	-25.1767	39.4713	2.07106
0.637221	-171.038	-25.3033	39.5213	1.26382
0.662497	-171.894	-25.4375	39.5741	0.420545
0.682701	-172.799	-25.5793	39.63	-1
0.693336	-173.667	-25.7154	39.6837	13.5259
0.697587	-174.55	-25.8538	39.7382	12.6492
0.694179	-175.373	-25.9827	39.789	11.8324
0.685015	-176.273	-26.1239	39.844	10.9385
0.673478	-177.148	-26.261	39.8977	10.0707
0.657322	-178.019	-26.3975	39.9511	9.20719
0.640511	-178.904	-26.5361	40.0052	8.33236
0.625186	-179.76	-26.6703	40.0573	7.48773
0.60935	-180.646	-26.8092	40.1117	6.61668
0.597386	-181.506	-26.944	40.164	5.77635
0.588841	-182.386	-27.082	40.2175	4.92412
0.58087	-183.206	-27.2104	40.2676	4.14151
0.573941	-184.067	-27.3453	40.3202	3.33955
0.569576	-184.962	-27.4856	40.375	2.54825
0.564811	-185.858	-27.6261	40.4298	1.85225
0.562249	-186.736	-27.7638	40.4836	1.41269
0.560211	-187.625	-27.903	40.5379	-1
0.558654	-188.516	-28.0427	40.5925	13.4155
0.55821	-189.433	-28.1865	40.6484	12.4988
0.558191	-190.339	-28.3285	40.7038	11.593
0.558467	-191.233	-28.4685	40.7584	10.6996
0.559201	-192.139	-28.6105	40.8139	9.79361
0.560163	-192.977	-28.7419	40.8654	8.95582
0.561502	-193.806	-28.8718	40.9164	8.12713
0.562858	-194.672	-29.0075	40.9695	7.26147
0.564664	-195.512	-29.1392	41.021	6.42214
0.566375	-196.404	-29.279	41.0756	5.53045
0.568552	-197.312	-29.4213	41.1311	4.62379
0.570049	-198.163	-29.5546	41.1836	3.77396
0.571658	-199.021	-29.6891	41.2362	2.9177
0.573688	-199.886	-29.8247	41.2892	2.05635
0.575749	-200.709	-29.9537	41.3398	1.24122
0.578094	-201.534	-30.0829	41.3906	0.454199
0.580605	-202.423	-30.2223	41.4452	-1
0.583514	-203.257	-30.3531	41.4965	13.5622
0.587575	-204.115	-30.4876	41.5494	12.7093
0.591144	-204.998	-30.6259	41.6035	11.8327
0.594443	-205.846	-30.7589	41.6555	10.9913
0.598003	-206.692	-30.8914	41.7076	10.1534
0.601969	-207.571	-31.0291	41.7614	9.28464
0.604441	-208.448	-31.1666	41.8157	8.41874
0.606159	-209.321	-31.3035	41.8692	7.55933
0.607421	-210.157	-31.4345	41.9202	6.74016
0.607823	-210.984	-31.5641	41.9706	5.93439
0.607764	-211.828	-31.6964	42.0223	5.11801
0.607602	-212.702	-31.8334	42.0754	4.2843
0.607504	-213.552	-31.9666	42.1272	3.49272
0.607613	-214.398	-32.0991	42.1789	2.74031
0.607939	-215.261	-32.2345	42.2315	2.04818
0.608303	-216.132	-32.371	42.2848	1.53735
0.608729	-216.994	-32.5061	42.3377	-1
0.609348	-217.927	-32.6523	42.3946	13.642
0.609796	-218.774	-32.785	42.4466	12.7955
0.610307	-219.69	-32.9286	42.5025	11.8799
0.610709	-220.551	-33.0635	42.5549	11.019
0.61109	-221.422	-33.2001	42.6082	10.1478
0.611489	-222.356	-33.3464	42.6651	9.21413
0.611672	-223.201	-33.4789	42.717	8.36925
0.61178	-224.041	-33.6106	42.7688	7.52887
0.611788	-224.872	-33.7408	42.8199	6.69834
0.611765	-225.74	-33.8769	42.8731	5.8306
0.611741	-226.58	-34.0084	42.9247	4.99182
0.611772	-227.471	-34.1481	42.9791	4.10152
0.611816	-228.354	-34.2866	43.0337	3.21931
0.611843	-229.199	-34.419	43.0856	2.37655
0.611926	-230.111	-34.5619	43.1413	1.46924
0.612025	-230.961	-34.6951	43.1935	0.635624
0.612197	-231.849	-34.8343	43.2484	-1
0.612423	-232.686	-34.9655	43.2999	13.7735
0.612729	-233.555	-35.1018	43.3531	12.9091
0.613191	-234.368	-35.2291	43.4032	12.1021
0.61386	-235.233	-35.3647	43.4566	11.2434
0.615154	-236.134	-35.5059	43.5117	10.3501
0.616258	-236.951	-35.6339	43.5621	9.54204
0.617534	-237.821	-35.7704	43.6158	8.68195
0.619202	-238.645	-35.8994	43.6664	7.87119
0.621109	-239.524	-36.0373	43.7208	7.0081
0.622383	-240.42	-36.1776	43.7759	6.13442
0.623603	-241.28	-36.3125	43.8283	5.30157
0.624384	-242.157	-36.4499	43.8824	4.46322
0.624785	-242.978	-36.5785	43.9325	3.69488
0.624588	-243.862	-36.7171	43.9861	2.89948
0.624054	-244.765	-36.8587	44.0413	2.15826
0.623109	-245.636	-36.9952	44.0945	1.60885
0.622008	-246.46	-37.1244	44.1448	-1
0.6208	-247.317	-37.2586	44.1974	13.8905
0.619254	-248.156	-37.3901	44.2489	13.0517
0.617143	-249.058	-37.5316	44.3041	12.149
0.614608	-249.942	-37.67	44.3582	11.2657
0.610663	-250.803	-37.8051	44.4107	10.4043
0.604402	-251.645	-37.9369	44.4619	9.5633
0.598174	-252.553	-38.0792	44.5174	8.6558
0.591293	-253.398	-38.2117	44.5688	7.81128
0.584115	-254.257	-38.3463	44.6215	6.95269
0.579089	-255.093	-38.4774	44.6729	6.11698
0.574976	-255.919	-38.6069	44.7237	5.29161
0.572158	-256.82	-38.748	44.7787	4.39236
0.570602	-257.635	-38.8758	44.8289	3.57828
0.572567	-258.492	-39.0101	44.8817	2.72384
0.577629	-259.377	-39.1488	44.9358	1.84233
0.5858	-260.223	-39.2814	44.9876	1.00604
0.596064	-261.066	-39.4136	45.0396	0.247168
0.614527	-261.906	-39.5452	45.0911	-1
0.632943	-262.809	-39.6867	45.1469	13.2939
0.653209	-263.623	-39.8142	45.1971	12.4875
0.6786	-264.497	-39.9513	45.2508	11.6225
0.706048	-265.386	-40.0907	45.3056	10.745
0.72864	-266.284	-40.2314	45.3606	9.85997
0.752824	-267.191	-40.3735	45.4162	8.96951
0.776725	-268.088	-40.514	45.4715	8.09259
0.795938	-268.966	-40.6517	45.5255	7.23766
0.812241	-269.856	-40.7912	45.5806	6.37629
0.829661	-270.72	-40.9267	45.6339	5.54954
0.844491	-271.555	-41.0575	45.6852	4.76273
0.856532	-272.38	-41.1867	45.7359	4.00436
0.868073	-273.267	-41.3258	45.7907	3.22354
0.880943	-274.087	-41.4543	45.8413	2.56551
0.891692	-274.921	-41.5851	45.8926	2.01998
0.902153	-275.865	-41.733	45.9502	1.70968
0.913602	-276.686	-41.8616	46.0005	-1
0.927511	-277.559	-41.9984	46.054	13.2862
0.938737	-278.417	-42.133	46.1066	12.4278
0.949747	-279.3	-42.2714	46.1606	11.5447
0.960257	-280.184	-42.4099	46.2148	10.6615
0.968113	-281.013	-42.5399	46.2653	9.83252
0.973642	-281.838	-42.6692	46.3156	9.00778
0.976054	-282.658	-42.7977	46.3659	8.18802
0.975437	-283.562	-42.9394	46.4212	7.28391
0.971405	-284.455	-43.0793	46.4758	6.39179
0.965482	-285.292	-43.2105	46.5272	5.55468
0.956536	-286.127	-43.3414	46.5787	4.71961
0.945281	-286.988	-43.4763	46.6315	3.85894
0.928552	-287.829	-43.6081	46.6832	3.01794
0.91205	-288.69	-43.7431	46.7365	2.15669
0.89549	-289.574	-43.8816	46.7905	1.27406
0.875139	-290.4	-44.0111	46.8415	0.450373
0.857417	-291.255	-44.1452	46.894	0.415183
0.840702	-292.097	-44.2771	46.9457	13.6651
0.825361	-292.984	-44.4161	47.0004	12.7831
0.808998	-293.882	-44.5568	47.0557	11.891
0.796994	-294.703	-44.6856	47.1064	11.0757
0.784897	-295.531	-44.8153	47.1573	10.2557
0.77375	-296.397	-44.951	47.2106	9.39881
0.762389	-297.262	-45.0867	47.2636	8.54487
0.754416	-298.087	-45.2159	47.3145	7.73423
0.747209	-298.932	-45.3483	47.3664	6.90667
0.74035	-299.76	-45.4781	47.4173	6.10115
0.734393	-300.625	-45.6136	47.4709	5.26703
0.728081	-301.492	-45.7496	47.5244	4.44201
0.723959	-302.306	-45.8771	47.5745	3.68719
0.720391	-303.208	-46.0185	47.63	2.88802
0.717097	-304.024	-46.1464	47.6806	2.23341
0.71453	-304.951	-46.2917	47.7371	1.67375
0.712954	-305.875	-46.4365	47.7935	-1
0.712245	-306.774	-46.5773	47.8484	13.709
0.712021	-307.596	-46.7063	47.8987	12.8865
0.712212	-308.458	-46.8413	47.9516	12.025
0.712361	-309.305	-46.9741	48.0036	11.1774
0.7123	-310.215	-47.1168	48.0592	10.2675
0.712055	-311.092	-47.2542	48.1131	9.39061
0.711697	-311.921	-47.3841	48.1639	8.5621
0.711083	-312.775	-47.518	48.2161	7.70754
0.710252	-313.642	-47.6538	48.2693	6.84129
0.709427	-314.471	-47.7838	48.3199	6.01182
0.708409	-315.335	-47.9192	48.373	5.14806
0.707254	-316.169	-48.0499	48.4243	4.31426
0.705871	-316.993	-48.179	48.4755	3.49105
0.70426	-317.864	-48.3155	48.5288	2.6204
0.702554	-318.683	-48.4439	48.5791	1.80244
0.700994	-319.529	-48.5765	48.6311	0.958678
0.699816	-320.409	-48.7144	48.6849	0.124192
0.699481	-321.25	-48.8463	48.7366	-1
0.699778	-322.096	-48.9789	48.7886	13.2901
0.70022	-322.927	-49.1091	48.8399	12.4649
0.700598	-323.829	-49.2505	48.8955	11.57
0.700509	-324.704	-49.3877	48.9497	10.7028
0.700142	-325.547	-49.5198	49.0015	9.86898
0.699513	-326.361	-49.6472	49.0516	9.06585
0.698593	-327.202	-49.7792	49.1033	8.2366
0.697871	-328.047	-49.9116	49.1554	7.4073
0.697172	-328.908	-50.0465	49.2083	6.56636
0.696442	-329.82	-50.1895	49.2645	5.68175
0.695837	-330.677	-50.3238	49.3174	4.8603
0.695077	-331.558	-50.4618	49.3717	4.03098
0.6943	-332.438	-50.5998	49.426	3.22997
0.693498	-333.274	-50.7308	49.4777	2.51799
0.692677	-334.092	-50.859	49.528	1.92137
0.691561	-334.99	-50.9998	49.5832	1.52371
0.690688	-335.836	-51.1323	49.6351	-1
0.689783	-336.698	-51.2674	49.6879	13.4233
0.688885	-337.602	-51.4091	49.744	12.519
0.688335	-338.437	-51.54	49.7956	11.6843
0.687946	-339.306	-51.6762	49.8494	10.8154
0.687738	-340.128	-51.805	49.8999	9.99318
0.687622	-340.986	-51.9396	49.9525	9.13488
0.68759	-341.822	-52.0706	50.0036	8.29904
0.687559	-342.718	-52.211	50.0584	7.40295
0.68751	-343.636	-52.3548	50.1145	6.48575
0.687436	-344.496	-52.4897	50.1668	5.62539
0.687326	-345.399	-52.6312	50.2219	4.72296
0.687243	-346.244	-52.7636	50.2734	3.87829
0.68716	-347.106	-52.8987	50.3265	3.01655
0.68711	-347.951	-53.0311	50.3783	2.17289
0.687128	-348.839	-53.1702	50.4326	1.28703
0.687137	-349.711	-53.3071	50.4862	0.424401
0.687191	-350.568	-53.4413	50.5387	-1
0.687168	-351.485	-53.585	50.5948	13.537
0.687145	-352.358	-53.7218	50.6483	12.6699
0.687163	-353.194	-53.8529	50.6997	11.8398
0.687173	-354.079	-53.9916	50.7539	10.9622
0.687095	-354.895	-54.1195	50.8041	10.154
0.6871	-355.774	-54.2572	50.8582	9.28578
0.687075	-356.682	-54.3996	50.9143	8.39034
0.687043	-357.529	-54.5323	50.9663	7.55873
0.687045	-358.382	-54.666	51.0188	6.72462
0.68707	-359.223	-54.7978	51.0706	5.90698
0.687041	-360.07	-54.9305	51.1227	5.09223
0.687025	-360.916	-55.0631	51.1748	4.28998
0.687016	-361.806	-55.2027	51.2293	3.46839
0.686997	-362.69	-55.3413	51.2838	2.69651
0.686961	-363.572	-55.4794	51.3381	2.02048
0.686971	-364.417	-55.6118	51.3901	1.57631
0.687008	-365.234	-55.7399	51.4406	-1
0.687031	-366.063	-55.8699	51.4917	13.6963
0.687063	-366.912	-56.0029	51.5437	12.8478
0.686997	-367.739	-56.1326	51.5946	12.0202
0.686888	-368.564	-56.2618	51.6453	11.1954
0.686853	-369.4	-56.3929	51.6967	10.3595
0.686793	-370.271	-56.5293	51.7505	9.48893
0.686676	-371.119	-56.6623	51.8029	8.64067
0.686646	-371.963	-56.7945	51.8547	7.79691
0.686694	-372.882	-56.9387	51.9108	6.87734
0.686692	-373.805	-57.0832	51.9671	5.95521
0.686663	-374.637	-57.2137	52.0181	5.12308
0.686657	-375.481	-57.3459	52.0695	4.27946
0.68666	-376.385	-57.4876	52.1247	3.37577
0.686646	-377.222	-57.6189	52.1758	2.53912
0.686611	-378.073	-57.7522	52.2282	1.69
0.686548	-378.898	-57.8815	52.279	0.868163
0.686478	-379.794	-58.022	52.3337	-1
0.686443	-380.65	-58.1562	52.3861	14.0065
0.686408	-381.534	-58.2946	52.4408	13.1286
0.686368	-382.377	-58.4268	52.4924	12.2909
0.686367	-383.258	-58.5649	52.5465	11.4167
0.686387	-384.129	-58.7013	52.5999	10.5543
0.686385	-384.972	-58.8335	52.6519	9.71994
0.686325	-385.781	-58.9604	52.702	8.92105
0.686296	-386.679	-59.1011	52.7575	8.03712
0.686241	-387.505	-59.2306	52.8084	7.22678
0.686052	-388.326	-59.3591	52.8589	6.42623
0.685949	-389.186	-59.494	52.9116	5.5928
0.685872	-390.039	-59.6276	52.9641	4.77619
0.685855	-390.862	-59.7567	53.0148	4.00157
0.685882	-391.686	-59.8857	53.0657	3.25157
0.685877	-392.541	-60.0199	53.1185	2.52082
0.685858	-393.403	-60.1549	53.172	1.89411
