x	y	z	t	dist
-0.0834542	105.139	17.9823	33.6757	10.7234
0.0917925	104.454	17.875	33.7318	10.0275
0.243557	103.814	17.7745	33.7848	9.3782
0.436549	103.119	17.6656	33.8421	8.67444
0.579754	102.438	17.5589	33.8976	7.98915
0.778293	101.798	17.4587	33.9504	7.34653
0.926952	101.132	17.3542	34.005	6.68125
1.06394	100.511	17.2569	34.0553	6.06477
1.22087	99.8126	17.1475	34.1119	5.37715
1.3253	99.1645	17.0459	34.164	4.74176
1.43213	98.4946	16.9409	34.2177	4.0918
1.49842	97.8493	16.8398	34.269	3.46846
1.54585	97.1705	16.7334	34.3226	2.81908
1.5768	96.4977	16.6279	34.3756	2.18828
1.59085	95.8317	16.5235	34.4281	1.59035
1.58273	95.1469	16.4162	34.482	1.04672
1.55604	94.4562	16.3079	34.5363	0.756047
1.50121	93.8056	16.206	34.5881	0.953625
1.43547	93.1502	16.1033	34.6402	13.7009
1.3544	92.4848	15.999	34.6932	13.0312
1.24639	91.8427	15.8983	34.7449	12.38
1.12071	91.1746	15.7936	34.7994	11.7004
0.996835	90.4862	15.6857	34.8555	11.0011
0.85923	89.8484	15.5858	34.9077	10.3493
0.675919	89.2384	15.4902	34.9588	9.71823
0.511437	88.6135	15.3922	35.0109	9.07584
0.350529	87.9746	15.2921	35.064	8.42065
0.205548	87.354	15.1948	35.1154	7.78625
0.0160034	86.7031	15.0928	35.1695	7.11714
-0.149316	86.0695	14.9935	35.2221	6.46936
-0.323671	85.4401	14.8948	35.2745	5.82669
-0.503177	84.7963	14.7939	35.3278	5.17197
-0.653052	84.1663	14.6952	35.3796	4.53573
-0.778906	83.5322	14.5958	35.4312	3.89939
-0.888839	82.9155	14.4992	35.4812	3.28382
-0.988601	82.292	14.4014	35.5315	2.66577
-1.06979	81.6254	14.2969	35.5846	2.01064
-1.15259	80.9343	14.1886	35.6403	1.34829
-1.19637	80.2649	14.0837	35.6932	0.745994
-1.22091	79.5968	13.979	35.7458	0.422461
-1.22988	78.9232	13.8734	35.7991	14.2548
-1.21503	78.2737	13.7716	35.8503	13.6099
-1.18329	77.6416	13.6726	35.9004	12.9803
-1.13226	76.9652	13.5666	35.954	12.3041
-1.04417	76.2583	13.4558	36.0105	11.5922
-0.964732	75.6071	13.3537	36.0624	10.9367
-0.867744	74.9441	13.2498	36.1155	10.2667
-0.727647	74.2816	13.146	36.1691	9.59033
-0.605246	73.5886	13.0373	36.2249	8.88666
-0.431658	72.9181	12.9322	36.2801	8.19743
-0.282846	72.2322	12.8248	36.3359	7.49712
-0.115623	71.6223	12.7291	36.3862	6.86984
0.0441144	70.9868	12.6296	36.4384	6.21917
0.249899	70.3124	12.5239	36.4945	5.52613
0.42399	69.6823	12.4251	36.5464	4.88312
0.620915	69.0065	12.3192	36.6024	4.19656
0.785863	68.3544	12.217	36.6563	3.54072
0.933577	67.7218	12.1178	36.7084	2.91115
1.10292	67.0976	12.02	36.7603	2.30392
1.21676	66.4253	11.9146	36.8144	1.66464
1.31878	65.7781	11.8132	36.8663	1.0951
1.41493	65.1178	11.7097	36.9191	0.685988
1.4714	64.4459	11.6044	36.9724	0.765551
1.50352	63.8084	11.5045	37.0224	14.0044
1.51675	63.1439	11.4003	37.0748	13.3517
1.50646	62.4946	11.2986	37.1261	12.7109
1.46417	61.8114	11.1915	37.1799	12.0316
1.40872	61.1647	11.0901	37.2313	11.3862
1.33487	60.5266	10.9901	37.2821	10.746
1.24132	59.8577	10.8853	37.3361	10.0719
1.12397	59.2215	10.7856	37.388	9.42516
0.961893	58.5732	10.684	37.4414	8.7575
0.813373	57.9107	10.5801	37.4962	8.07868
0.609816	57.2712	10.4799	37.55	7.4118
0.44244	56.592	10.3734	37.6068	6.71324
0.219251	55.9686	10.2757	37.66	6.06017
0.018699	55.3724	10.1823	37.7113	5.43963
-0.180375	54.7179	10.0797	37.7672	4.76361
-0.426929	54.0663	9.97758	37.8229	4.0886
-0.611106	53.4761	9.88508	37.8731	3.48651
-0.777413	52.8773	9.79122	37.9233	2.88263
-0.920313	52.2123	9.68701	37.9781	2.22085
-1.03804	51.5287	9.57986	38.0334	1.55234
-1.11384	50.877	9.47772	38.0854	0.936441
-1.17385	50.1912	9.37024	38.1403	0.422338
-1.19266	49.5356	9.26748	38.1923	0.604138
-1.18065	48.8763	9.16414	38.2443	13.8431
-1.14436	48.2207	9.06138	38.2961	13.1892
-1.07604	47.5832	8.96147	38.347	12.5486
-0.990567	46.9537	8.86281	38.3976	11.9135
-0.844178	46.3019	8.76066	38.451	11.2472
-0.704582	45.6274	8.65494	38.5068	10.5596
-0.517464	44.9934	8.55558	38.5603	9.90588
-0.33498	44.3486	8.45451	38.6153	9.243
-0.140946	43.7328	8.358	38.6678	8.60884
0.112769	43.0965	8.25827	38.7228	7.9507
0.342039	42.5074	8.16593	38.7746	7.3461
0.5361	41.8705	8.06612	38.8288	6.70016
0.750534	41.2752	7.97281	38.8799	6.09982
0.966911	40.6649	7.87716	38.9311	5.49188
1.13324	40.0099	7.77451	38.9856	4.84586
1.3207	39.3296	7.66788	39.0419	4.18656
1.44633	38.6577	7.56257	39.0961	3.54165
1.55285	37.9974	7.45909	39.1491	2.9206
1.61308	37.2746	7.34579	39.2066	2.25101
1.6441	36.6129	7.24208	39.2591	1.66684
1.65024	35.9564	7.13919	39.3109	1.15441
1.61719	35.3047	7.03706	39.3624	0.827343
1.55942	34.6587	6.9358	39.4139	0.91863
1.47179	34.0074	6.83372	39.4659	13.8386
1.33319	33.3126	6.72482	39.5222	13.1305
1.19154	32.6867	6.62673	39.5736	12.49
1.02638	32.085	6.53242	39.6241	11.8699
0.84011	31.4413	6.43153	39.6781	11.2054
0.595067	30.8467	6.33834	39.7301	10.5825
0.373396	30.2575	6.246	39.7818	9.97031
0.149938	29.6904	6.15711	39.832	9.38209
-0.0773303	29.0699	6.05986	39.8868	8.74333
-0.320746	28.5071	5.97165	39.938	8.16465
-0.516994	27.9093	5.87795	39.9892	7.55804
-0.746644	27.2642	5.77685	40.0451	6.90789
-0.923735	26.6607	5.68226	40.0963	6.3054
-1.1018	25.9734	5.57455	40.1534	5.62503
-1.23585	25.3241	5.47277	40.2061	4.98662
-1.35005	24.6314	5.36421	40.2621	4.31011
-1.41855	23.9837	5.26269	40.3136	3.67951
-1.45728	23.3259	5.1596	40.3656	3.04129
-1.46882	22.6287	5.05032	40.421	2.36853
-1.44888	21.9254	4.94009	40.4769	1.69777
-1.39321	21.2457	4.83356	40.531	1.06888
-1.31955	20.5986	4.73213	40.5828	0.57316
-1.23285	19.9755	4.63448	40.6328	0.57668
-1.10986	19.311	4.53033	40.6871	13.9054
-0.982357	18.6914	4.43323	40.738	13.2743
-0.782248	18.0644	4.33495	40.7907	12.6266
-0.603098	17.4389	4.23692	40.8433	11.984
-0.416312	16.7925	4.1356	40.8987	11.3207
-0.162711	16.2018	4.04302	40.9506	10.7078
0.0331111	15.5726	3.94442	41.004	10.0646
0.247297	14.9741	3.85061	41.0558	9.45299
0.450825	14.3397	3.75117	41.1107	8.80927
0.689068	13.74	3.65718	41.1641	8.20343
0.86496	13.1012	3.55707	41.2186	7.56417
1.0713	12.4711	3.4583	41.2717	6.93906
1.19623	11.8326	3.35824	41.3237	6.30775
1.30621	11.153	3.25172	41.3782	5.63846
1.40414	10.4759	3.14559	41.4327	4.97535
1.45468	9.81378	3.04182	41.4849	4.32628
1.48381	9.13778	2.93587	41.5382	3.66482
1.49029	8.42474	2.82412	41.5942	2.96879
1.46556	7.71592	2.71302	41.6501	2.278
1.40674	7.07059	2.61188	41.7014	1.64895
1.34084	6.41605	2.50929	41.7535	1.03183
1.25434	5.70216	2.3974	41.8108	0.483321
1.12171	5.04231	2.29398	41.8641	0.590369
1.00714	4.40711	2.19443	41.9158	13.8076
0.850058	3.80022	2.09931	41.9662	13.1856
0.6967	3.14283	1.99627	42.0201	12.5144
0.494069	2.46437	1.88994	42.0765	11.8171
0.298862	1.80466	1.78654	42.1316	11.1407
0.128962	1.15517	1.68475	42.1856	10.4781
-0.0676321	0.516814	1.5847	42.2395	9.82585
-0.291927	-0.112832	1.48601	42.2935	9.18294
-0.497135	-0.713518	1.39186	42.345	8.57354
-0.667766	-1.31536	1.29754	42.3958	7.96744
-0.866379	-1.96518	1.19569	42.4508	7.31682
-1.01484	-2.58473	1.09859	42.502	6.70042
-1.13725	-3.26657	0.991721	42.5576	6.02458
-1.25205	-3.88505	0.894787	42.6079	5.41556
-1.33415	-4.5235	0.794721	42.659	4.78809
-1.4002	-5.18657	0.690798	42.7116	4.13889
-1.45394	-5.87427	0.583014	42.7663	3.46962
-1.47706	-6.50824	0.48365	42.8166	2.85491
-1.48181	-7.14816	0.383354	42.8671	2.23984
-1.46282	-7.79198	0.282448	42.918	1.63053
-1.41087	-8.45828	0.178018	42.9711	1.02528
-1.35521	-9.13599	0.0717998	43.0251	0.574014
-1.25457	-9.83019	-0.0370033	43.0808	0.712364
-1.16094	-10.5175	-0.144725	43.1361	13.7241
-1.00906	-11.1961	-0.251078	43.1918	13.0309
-0.874677	-11.8307	-0.350553	43.2437	12.3838
-0.734735	-12.5125	-0.457405	43.2996	11.6895
-0.55334	-13.1523	-0.557688	43.3532	11.0318
-0.391948	-13.8239	-0.662944	43.4092	10.3458
-0.194062	-14.4622	-0.762982	43.4636	9.68976
-0.0232852	-15.13	-0.867648	43.5187	9.00852
0.159242	-15.721	-0.960271	43.5691	8.40433
0.375308	-16.3641	-1.06107	43.6244	7.7484
0.555212	-16.9779	-1.15728	43.6771	7.12707
0.753205	-17.6096	-1.25628	43.7309	6.49136
0.922626	-18.2684	-1.35954	43.786	5.83369
1.0706	-18.9386	-1.46458	43.8414	5.16927
1.21274	-19.5491	-1.56026	43.8915	4.57039
1.31405	-20.226	-1.66635	43.9458	3.90879
1.39166	-20.9291	-1.77655	44.0015	3.22645
1.45658	-21.6016	-1.88195	44.0549	2.58405
1.49603	-22.2859	-1.9892	44.1088	1.94385
1.51696	-22.9754	-2.09727	44.1632	1.33437
1.50795	-23.6634	-2.2051	44.2174	0.832181
1.46424	-24.3877	-2.31863	44.2748	0.723559
1.4148	-25.081	-2.42728	44.3299	14.0152
1.31782	-25.7667	-2.53475	44.3845	13.3228
1.22085	-26.4231	-2.63763	44.4372	12.6593
1.09799	-27.0724	-2.7394	44.4898	11.9987
0.941454	-27.7549	-2.84637	44.5454	11.3001
0.759123	-28.4306	-2.95228	44.6009	10.6046
0.576443	-29.1024	-3.05756	44.6568	9.9137
0.389546	-29.7246	-3.15509	44.7093	9.27205
0.193163	-30.3209	-3.24854	44.7596	8.65632
0.00590607	-30.924	-3.34306	44.8112	8.03657
-0.227279	-31.5374	-3.43921	44.8641	7.40478
-0.414781	-32.138	-3.53333	44.9153	6.793
-0.589884	-32.7724	-3.63277	44.9692	6.15122
-0.804524	-33.408	-3.73239	45.023	5.512
-0.960609	-34.0603	-3.83462	45.0775	4.86241
-1.10918	-34.7223	-3.93837	45.132	4.20915
-1.23027	-35.341	-4.03535	45.1824	3.60483
-1.3193	-35.976	-4.13488	45.2334	2.98946
-1.38189	-36.6755	-4.24451	45.2891	2.31873
-1.4214	-37.3649	-4.35255	45.3439	1.67473
-1.4214	-38.0196	-4.45517	45.3955	1.09401
-1.4214	-38.7248	-4.5657	45.4512	0.651339
-1.38866	-39.3892	-4.66983	45.5047	0.752758
-1.32965	-40.0653	-4.77579	45.559	13.8383
-1.22543	-40.7528	-4.88354	45.6144	13.143
-1.11904	-41.4369	-4.99077	45.6697	12.4506
-0.955161	-42.1056	-5.09557	45.725	11.7648
-0.788664	-42.745	-5.19579	45.7779	11.1079
-0.59128	-43.3927	-5.2973	45.8327	10.4392
-0.42731	-44.0217	-5.39588	45.8853	9.79429
-0.242232	-44.6188	-5.48946	45.9362	9.17935
-0.0174831	-45.1982	-5.58028	45.9871	8.57957
0.191251	-45.8281	-5.67901	46.0415	7.93402
0.41268	-46.4445	-5.77562	46.0955	7.30448
0.605277	-47.0676	-5.87327	46.1495	6.67403
0.845527	-47.6627	-5.96655	46.2023	6.07621
1.03629	-48.2949	-6.06563	46.2564	5.44895
1.20871	-48.9475	-6.16792	46.3114	4.80861
1.36332	-49.5681	-6.26517	46.3631	4.20856
1.4804	-50.2361	-6.36987	46.4178	3.56816
1.60018	-50.9188	-6.47688	46.4732	2.93128
1.67964	-51.5953	-6.58291	46.5271	2.31688
1.73418	-52.2843	-6.69089	46.5815	1.72864
1.76102	-52.9313	-6.7923	46.6326	1.25519
1.76812	-53.6208	-6.90036	46.6869	0.975285
1.7515	-54.269	-7.00196	46.7382	1.08927
1.71492	-54.923	-7.10446	46.7899	13.865
1.64493	-55.6262	-7.21468	46.8461	13.1608
1.56395	-56.2738	-7.31617	46.8977	12.5095
1.46695	-56.9195	-7.41737	46.9495	11.8572
1.35776	-57.5591	-7.51762	47.0012	11.2085
1.19693	-58.2458	-7.62525	47.0571	10.5037
1.0525	-58.9217	-7.73119	47.1121	9.81268
0.852959	-59.55	-7.82965	47.1649	9.15841
0.676332	-60.1492	-7.92357	47.2156	8.53741
0.4972	-60.7893	-8.02389	47.2691	7.87626
0.308371	-61.3849	-8.11724	47.3192	7.25821
0.11529	-61.9978	-8.2133	47.3713	6.62373
-0.12141	-62.5746	-8.30371	47.422	6.02168
-0.320527	-63.225	-8.40564	47.4779	5.3545
-0.527911	-63.8765	-8.50775	47.5334	4.6894
-0.687081	-64.4853	-8.60317	47.5849	4.07423
-0.839582	-65.1199	-8.70263	47.6379	3.43831
-0.987762	-65.7375	-8.79944	47.6888	2.82665
-1.11962	-66.4082	-8.90456	47.7434	2.17335
-1.19733	-67.0595	-9.00663	47.7953	1.55026
-1.25559	-67.7546	-9.11558	47.8507	0.923547
-1.29445	-68.4757	-9.2286	47.9077	0.501239
-1.30073	-69.1187	-9.32937	47.9588	0.751759
-1.27697	-69.8101	-9.43774	48.0139	13.7249
-1.22928	-70.4697	-9.54112	48.0666	13.0658
-1.16587	-71.1478	-9.6474	48.1208	12.3861
-1.07548	-71.7723	-9.74528	48.1709	11.7552
-0.952106	-72.4671	-9.85417	48.2273	11.0496
-0.826818	-73.1454	-9.96047	48.2826	10.3601
-0.650748	-73.806	-10.064	48.3376	9.68024
-0.485166	-74.442	-10.1637	48.3904	9.02689
-0.28825	-75.1089	-10.2682	48.4469	8.3394
-0.0761062	-75.7596	-10.3702	48.5024	7.66759
0.108814	-76.3827	-10.4679	48.555	7.02835
0.308351	-77.0428	-10.5713	48.6118	6.35318
0.513772	-77.6764	-10.6706	48.6661	5.70768
0.680205	-78.3155	-10.7708	48.7203	5.06287
0.906796	-78.8944	-10.8615	48.7716	4.48377
1.02379	-79.5072	-10.9576	48.822	3.87622
1.19899	-80.1724	-11.0618	48.8773	3.22932
1.30842	-80.7989	-11.16	48.9289	2.62775
1.40193	-81.4158	-11.2567	48.9789	2.0514
1.48559	-82.0899	-11.3624	49.0331	1.45825
1.53605	-82.773	-11.4694	49.0875	0.952099
1.56799	-83.468	-11.5784	49.1423	0.773369
1.57674	-84.1618	-11.6871	49.1969	14.234
1.55908	-84.8278	-11.7915	49.2495	13.5748
1.50339	-85.5218	-11.9003	49.3046	12.8818
1.43942	-86.1725	-12.0022	49.3564	12.2303
1.34558	-86.809	-12.102	49.4075	11.5874
1.24915	-87.4555	-12.2033	49.4594	10.9342
1.13221	-88.0958	-12.3037	49.5117	10.2834
0.967871	-88.7206	-12.4016	49.5635	9.63895
0.811311	-89.3784	-12.5047	49.6175	8.9636
0.634244	-89.9891	-12.6004	49.668	8.33127
0.426377	-90.6556	-12.7049	49.7237	7.63949
0.235431	-91.2492	-12.7979	49.7748	7.02356
0.0398507	-91.9138	-12.9021	49.8304	6.33809
-0.197841	-92.5344	-12.9993	49.8837	5.69352
-0.364874	-93.1729	-13.0994	49.9369	5.04187
-0.554818	-93.7654	-13.1923	49.9874	4.43737
-0.706966	-94.4167	-13.2944	50.0417	3.78046
-0.878857	-95.0633	-13.3957	50.095	3.13371
-1.00718	-95.7496	-13.5033	50.1509	2.45512
-1.14467	-96.4575	-13.6142	50.2083	1.77234
-1.24303	-97.1397	-13.7211	50.2633	1.14542
-1.30159	-97.8117	-13.8265	50.3165	0.631875
-1.33288	-98.5098	-13.9359	50.3718	0.618397
-1.35061	-99.139	-14.0345	50.4218	14.0419
-1.34534	-99.7877	-14.1362	50.473	13.4004
-1.31011	-100.472	-14.2434	50.5273	12.7196
-1.25371	-101.142	-14.3484	50.5812	12.0494
-1.17057	-101.814	-14.4537	50.6351	11.3733
-1.07987	-102.442	-14.5522	50.6858	10.739
-0.974506	-103.14	-14.6616	50.7421	10.0332
-0.824146	-103.777	-14.7614	50.7948	9.38003
-0.679773	-104.42	-14.8622	50.8474	8.72134
-0.475813	-105.082	-14.966	50.9033	8.035
-0.306913	-105.719	-15.0659	50.9566	7.37929
-0.108596	-106.356	-15.1657	51.0114	6.72056
0.090766	-106.952	-15.259	51.0627	6.10495
0.33103	-107.546	-15.3522	51.1145	5.48898
0.538801	-108.166	-15.4494	51.1684	4.85587
0.772433	-108.795	-15.5479	51.2234	4.22027
0.952121	-109.428	-15.6471	51.2772	3.59074
1.1142	-110.049	-15.7445	51.3296	2.98266
1.25423	-110.658	-15.8399	51.3799	2.40051
1.37388	-111.285	-15.9382	51.4316	1.82292
1.49308	-111.972	-16.0458	51.4872	1.25263
1.54785	-112.66	-16.1536	51.542	0.828138
1.5891	-113.352	-16.2621	51.5973	0.857845
1.59882	-114.028	-16.3681	51.6512	14.0127
1.57892	-114.678	-16.4699	51.7025	13.3698
1.51966	-115.383	-16.5804	51.7581	12.6658
1.43896	-116.02	-16.6803	51.809	12.0247
1.32259	-116.697	-16.7863	51.8638	11.338
1.19809	-117.329	-16.8854	51.9152	10.6939
1.05203	-117.967	-16.9855	51.9677	10.0392
0.882578	-118.608	-17.0859	52.0208	9.37816
0.639099	-119.257	-17.1877	52.0772	8.69674
0.443544	-119.884	-17.2859	52.1303	8.04657
0.212863	-120.525	-17.3863	52.185	7.37925
0.010584	-121.213	-17.4942	52.2431	6.67059
-0.243518	-121.792	-17.5849	52.2944	6.06827
-0.422937	-122.396	-17.6797	52.3456	5.45085
-0.642134	-123.043	-17.781	52.4003	4.79397
-0.821717	-123.668	-17.879	52.4529	4.16603
-0.986729	-124.276	-17.9743	52.5034	3.563
-1.09424	-124.893	-18.071	52.5534	2.95593
-1.16934	-125.519	-18.169	52.6036	2.34469
-1.26159	-126.151	-18.2681	52.6544	1.74547
-1.31582	-126.84	-18.376	52.7094	1.1205
-1.33973	-127.481	-18.4766	52.7601	0.64497
-1.34868	-128.131	-18.5784	52.8114	0.623717
-1.32696	-128.835	-18.6888	52.8672	13.9812
-1.28662	-129.47	-18.7883	52.9178	13.3478
-1.22633	-130.107	-18.8882	52.9685	12.7086
-1.13386	-130.75	-18.9889	53.0199	12.0599
-0.998234	-131.433	-19.0961	53.0756	11.3631
-0.874397	-132.083	-19.1979	53.1291	10.7019
-0.7201	-132.72	-19.2977	53.1825	10.0488
-0.506432	-133.376	-19.4006	53.2384	9.36861
-0.298703	-134.016	-19.5009	53.2936	8.70664
-0.062983	-134.649	-19.6	53.3487	8.05115
0.183101	-135.263	-19.6962	53.4035	7.41662
0.381873	-135.877	-19.7925	53.4562	6.7895
0.607026	-136.454	-19.8829	53.5074	6.20276
0.815775	-137.082	-19.9814	53.5622	5.57104
1.02451	-137.656	-20.0713	53.6124	5.00257
1.2306	-138.308	-20.1736	53.6679	4.36638
1.3873	-138.95	-20.2741	53.7217	3.75004
1.55181	-139.599	-20.3759	53.7756	3.14543
1.64875	-140.234	-20.4754	53.8275	2.5637
1.73352	-140.908	-20.581	53.882	1.97964
1.79515	-141.571	-20.6849	53.9352	1.4705
1.8235	-142.249	-20.7913	53.989	1.10033
1.83421	-142.909	-20.8947	54.041	1.06538
1.80977	-143.599	-21.0028	54.0957	14.1164
1.76953	-144.276	-21.1089	54.1495	13.444
1.70842	-144.915	-21.209	54.2008	12.8056
1.61097	-145.596	-21.3157	54.2556	12.1188
1.51357	-146.274	-21.4221	54.3104	11.4348
1.39547	-146.887	-21.5182	54.361	10.8104
1.24336	-147.492	-21.6129	54.4111	10.1875
1.05476	-148.149	-21.7158	54.4664	9.50653
0.872157	-148.78	-21.8147	54.5195	8.85233
0.680174	-149.382	-21.9092	54.5708	8.22468
0.465493	-149.974	-22.002	54.6224	7.60416
0.208823	-150.618	-22.1028	54.6781	6.9285
0.0085767	-151.226	-22.1982	54.7304	6.2982
-0.18681	-151.842	-22.2947	54.7822	5.66369
-0.383292	-152.446	-22.3894	54.8341	5.04354
-0.607534	-153.106	-22.4928	54.8896	4.3708
-0.800951	-153.785	-22.5992	54.9458	3.68788
-0.932632	-154.417	-22.6983	54.9977	3.05805
-1.03933	-155.048	-22.7971	55.0487	2.43657
-1.11455	-155.717	-22.9021	55.1024	1.78341
-1.16783	-156.372	-23.0047	55.1544	1.16006
-1.20207	-157.08	-23.1156	55.2104	0.562029
-1.20239	-157.759	-23.2221	55.2644	0.49394
-1.1732	-158.414	-23.3247	55.3161	14.0172
-1.11789	-159.077	-23.4287	55.3688	13.3528
-1.04196	-159.764	-23.5364	55.424	12.6618
-0.917462	-160.445	-23.6431	55.4792	11.97
-0.797387	-161.089	-23.7441	55.5314	11.3153
-0.659914	-161.697	-23.8394	55.5817	10.6941
-0.471553	-162.337	-23.9397	55.6357	10.0349
-0.299445	-162.979	-24.0402	55.69	9.37737
-0.113338	-163.595	-24.1368	55.7421	8.74415
0.0926448	-164.25	-24.2394	55.7979	8.073
0.300983	-164.866	-24.336	55.8518	7.44183
0.566318	-165.482	-24.4325	55.9074	6.81355
0.753042	-166.113	-24.5315	55.9618	6.17828
0.937007	-166.717	-24.6261	56.0132	5.57596
1.1279	-167.356	-24.7263	56.0675	4.94611
1.27169	-168.007	-24.8283	56.1214	4.31011
1.42237	-168.7	-24.9369	56.1783	3.64472
1.52076	-169.354	-25.0393	56.2312	3.02506
1.59329	-170.008	-25.142	56.2838	2.41689
1.64937	-170.655	-25.2433	56.3355	1.84347
1.67176	-171.341	-25.3508	56.3899	1.28991
1.665	-172.012	-25.456	56.4431	0.90906
1.62228	-172.658	-25.5573	56.4947	0.900461
1.56433	-173.338	-25.6638	56.549	13.9742
1.48428	-174.003	-25.768	56.6024	13.3052
1.36159	-174.682	-25.8745	56.658	12.6151
1.2121	-175.315	-25.9737	56.7107	11.9656
1.0666	-175.946	-26.0726	56.7634	11.3192
0.852162	-176.596	-26.1745	56.819	10.6434
0.690454	-177.2	-26.2691	56.8702	10.0224
0.507378	-177.809	-26.3646	56.9232	9.39273
0.31819	-178.405	-26.4579	56.9749	8.77727
0.0992933	-179.043	-26.5579	57.0308	8.11797
-0.0735672	-179.671	-26.6564	57.0843	7.47508
-0.305473	-180.268	-26.7499	57.1358	6.86056
-0.48786	-180.918	-26.8518	57.1901	6.20076
-0.669579	-181.554	-26.9515	57.244	5.55794
-0.86328	-182.202	-27.053	57.298	4.90931
-0.992494	-182.855	-27.1555	57.3511	4.25965
-1.11676	-183.486	-27.2543	57.4024	3.63846
-1.23039	-184.176	-27.3625	57.4576	2.96596
-1.30435	-184.828	-27.4647	57.5097	2.33723
-1.35292	-185.503	-27.5705	57.5636	1.69995
-1.36017	-186.177	-27.676	57.6173	1.08902
-1.36017	-186.9	-27.7894	57.6744	0.598409
-1.36017	-187.593	-27.898	57.7292	0.739063
-1.29621	-188.259	-28.0025	57.7827	13.8302
-1.21645	-188.883	-28.1002	57.8327	13.2019
-1.11599	-189.506	-28.1978	57.8831	12.571
-1.00291	-190.134	-28.2963	57.934	11.9323
-0.86288	-190.746	-28.3921	57.9842	11.3071
-0.656908	-191.395	-28.494	58.0392	10.6347
-0.504799	-192.032	-28.5937	58.0917	9.98381
-0.309496	-192.638	-28.6887	58.1436	9.35809
-0.110068	-193.242	-28.7833	58.195	8.73578
0.0874458	-193.869	-28.8816	58.2491	8.09235
0.306201	-194.443	-28.9716	58.3007	7.50349
0.532869	-195.087	-29.0725	58.3566	6.84824
0.731285	-195.694	-29.1677	58.4094	6.23616
0.905274	-196.309	-29.264	58.4617	5.62226
1.07041	-196.908	-29.3579	58.5125	5.02919
1.22964	-197.568	-29.4615	58.5671	4.38264
1.34498	-198.235	-29.566	58.6214	3.73474
1.44078	-198.895	-29.6695	58.675	3.10127
1.52338	-199.576	-29.776	58.7295	2.46292
1.57692	-200.243	-29.8807	58.7829	1.85688
1.60869	-200.869	-29.9788	58.8329	1.33399
1.62286	-201.532	-30.0827	58.8861	0.913924
1.60959	-202.186	-30.1852	58.9384	0.849111
1.5774	-202.865	-30.2916	58.9923	14.0859
1.52654	-203.522	-30.3946	59.045	13.4296
1.44058	-204.171	-30.4963	59.0972	12.7758
1.35103	-204.839	-30.601	59.1509	12.1027
1.2201	-205.517	-30.7072	59.2063	11.4121
1.08664	-206.151	-30.8066	59.2588	10.7645
0.9266	-206.791	-30.9069	59.3124	10.1066
0.750386	-207.419	-31.0054	59.3654	9.45753
0.56405	-208.035	-31.1019	59.4182	8.82013
0.391866	-208.638	-31.1965	59.4699	8.1975
0.196737	-209.217	-31.2871	59.5207	7.59765
-0.0318235	-209.859	-31.3878	59.5773	6.93217
-0.235594	-210.466	-31.483	59.6302	6.30762
-0.419212	-211.085	-31.5799	59.6832	5.67699
-0.595442	-211.692	-31.6751	59.7354	5.06065
-0.775717	-212.314	-31.7725	59.7872	4.43512
-0.922646	-212.963	-31.8742	59.8404	3.7881
-1.04117	-213.625	-31.9781	59.8943	3.13286
-1.14984	-214.255	-32.0768	59.9452	2.51818
-1.2535	-214.919	-32.1809	59.9986	1.88499
-1.31767	-215.603	-32.2881	60.0528	1.25727
-1.37093	-216.294	-32.3963	60.1085	0.730047
-1.39095	-216.965	-32.5015	60.1618	0.62927
-1.39189	-217.669	-32.6118	60.2175	14.0711
-1.36969	-218.389	-32.7247	60.2747	13.3564
-1.32063	-219.059	-32.8297	60.328	12.6876
-1.25495	-219.695	-32.9294	60.3787	12.0494
-1.18109	-220.327	-33.0284	60.4293	11.4147
-1.09305	-221.014	-33.1361	60.484	10.7228
-0.97906	-221.638	-33.2339	60.5346	10.0884
-0.821013	-222.262	-33.3318	60.5859	9.44592
-0.675137	-222.92	-33.4348	60.6398	8.77308
-0.497957	-223.516	-33.5283	60.69	8.15555
-0.316675	-224.156	-33.6286	60.7443	7.49517
-0.112554	-224.758	-33.723	60.7964	6.87069
0.0751637	-225.365	-33.8181	60.8478	6.24484
0.25588	-225.955	-33.9105	60.8979	5.63968
0.433269	-226.571	-34.0072	60.9507	5.00992
0.608418	-227.203	-34.1062	61.0044	4.36886
0.828768	-227.826	-34.2038	61.0582	3.74176
1.01145	-228.45	-34.3016	61.1106	3.12501
1.14875	-229.073	-34.3993	61.1627	2.51889
1.28051	-229.72	-34.5006	61.2158	1.9096
1.41347	-230.389	-34.6055	61.2706	1.32866
1.50209	-231.049	-34.709	61.3239	0.872872
1.56158	-231.686	-34.8088	61.3749	0.770721
1.60094	-232.317	-34.9076	61.4254	14.2736
1.62241	-232.992	-35.0134	61.4791	13.6125
1.61219	-233.644	-35.1156	61.531	12.9697
1.58285	-234.317	-35.2211	61.5845	12.3032
1.51658	-234.964	-35.3226	61.6369	11.655
1.44489	-235.651	-35.4302	61.6918	10.9684
1.33884	-236.279	-35.5286	61.7425	10.3317
1.19243	-236.929	-35.6305	61.7959	9.66525
1.0501	-237.572	-35.7313	61.8493	9.00716
0.909705	-238.237	-35.8355	61.9042	8.32735
0.708158	-238.851	-35.9317	61.9568	7.6858
0.529961	-239.466	-36.0282	62.0096	7.0472
0.356271	-240.041	-36.1183	62.0597	6.45005
