x	y	z	t
0.494559	450.135	73.7158	0.0500326
0.491875	449.32	73.5904	0.107062
0.489357	448.557	73.4721	0.160194
0.484618	447.839	73.3578	0.210199
0.478018	447.099	73.2354	0.261334
0.465136	446.367	73.102	0.311621
0.451837	445.589	72.9538	0.365592
0.43786	444.829	72.7993	0.41851
0.411264	444.047	72.6278	0.472827
0.386988	443.29	72.4712	0.525847
0.363983	442.54	72.3212	0.578475
0.335137	441.783	72.1791	0.63169
0.305644	440.979	72.0461	0.688197
0.263842	440.223	71.9311	0.741754
0.227659	439.46	71.8208	0.79582
0.177545	438.762	71.7198	0.845931
0.0927566	438.033	71.6067	0.899056
0.0316963	437.32	71.4851	0.951252
-0.0211188	436.607	71.3419	1.00381
-0.114379	435.844	71.1826	1.05976
-0.165172	435.147	71.032	1.11092
-0.187448	434.421	70.8779	1.16341
-0.210082	433.678	70.7379	1.21692
-0.212176	432.895	70.6005	1.27281
-0.193202	432.147	70.4835	1.32575
-0.145167	431.332	70.3711	1.38274
-0.0903971	430.587	70.2791	1.43516
-0.0372155	429.842	70.1946	1.48806
0.0675117	429.121	70.1187	1.54093
0.125681	428.409	70.0516	1.59365
0.217166	427.708	69.973	1.64682
0.326682	426.958	69.8761	1.70403
0.407399	426.287	69.7724	1.75481
0.556494	425.561	69.6436	1.81007
0.649259	424.896	69.5075	1.86012
0.739307	424.216	69.3594	1.91068
0.812415	423.509	69.1973	1.96239
0.88635	422.74	69.0383	2.01804
0.953102	421.992	68.883	2.07189
0.98478	421.214	68.7382	2.12726
0.998448	420.449	68.6031	2.18199
0.989792	419.68	68.4827	2.23676
0.96106	418.976	68.3851	2.28702
0.91564	418.265	68.2978	2.33792
0.837368	417.492	68.2151	2.394
0.745024	416.746	68.1339	2.44863
0.645902	416.07	68.0651	2.49892
0.514259	415.355	67.9951	2.5537
0.419164	414.662	67.9169	2.60678
0.244693	414.001	67.8371	2.66005
0.155592	413.313	67.7407	2.71427
0.0396548	412.625	67.6256	2.76885
-0.129537	411.95	67.491	2.82438
-0.301113	411.286	67.3503	2.8779
-0.418778	410.59	67.1893	2.93254
-0.531388	409.87	67.0329	2.9869
-0.656162	409.172	66.8817	3.03947
-0.717787	408.423	66.7219	3.0944
-0.777824	407.693	66.581	3.14769
-0.814849	406.988	66.4591	3.19854
-0.809276	406.197	66.3384	3.2553
-0.781217	405.468	66.2385	3.30758
-0.709931	404.719	66.1463	3.36136
-0.64222	404.012	66.0691	3.4122
-0.548295	403.267	65.9809	3.4661
-0.447255	402.582	65.8998	3.5162
-0.310892	401.88	65.8135	3.56898
-0.20362	401.172	65.7271	3.62277
-0.0522325	400.445	65.6287	3.67872
0.0462374	399.743	65.5289	3.73359
0.173619	399.088	65.4233	3.78629
0.276499	398.461	65.3116	3.83683
0.375607	397.838	65.1924	3.88704
0.477479	397.173	65.0633	3.93889
0.635948	396.498	64.929	3.992
0.712062	395.803	64.7831	4.04371
0.788841	395.098	64.6427	4.09504
0.843602	394.388	64.5074	4.14611
0.896782	393.6	64.3695	4.20239
0.911818	392.876	64.2553	4.25357
0.914672	392.103	64.1467	4.30856
0.889162	391.376	64.053	4.36036
0.862649	390.622	63.967	4.41403
0.808063	389.844	63.8752	4.47002
0.731371	389.084	63.7917	4.52522
0.628539	388.326	63.7013	4.5806
0.54916	387.624	63.6176	4.6319
0.481708	386.919	63.5332	4.68388
0.370305	386.19	63.4351	4.73933
0.207837	385.543	63.3445	4.78999
0.12273	384.81	63.2317	4.8466
-0.0507493	384.14	63.1188	4.9009
-0.146077	383.442	62.9871	4.95617
-0.270643	382.776	62.8544	5.00908
-0.400144	382.067	62.7001	5.06397
-0.522174	381.38	62.5533	5.11642
-0.648959	380.643	62.4005	5.17146
-0.725261	379.93	62.2527	5.22366
-0.780283	379.182	62.1152	5.27739
-0.816961	378.455	61.9945	5.3291
-0.81724	377.69	61.8807	5.38298
-0.799467	376.948	61.7799	5.43541
-0.759519	376.227	61.6929	5.48638
-0.678499	375.447	61.6025	5.54233
-0.615295	374.689	61.5272	5.59615
-0.524171	373.972	61.4528	5.64829
-0.416039	373.283	61.3827	5.69926
-0.283783	372.555	61.3102	5.75409
-0.183785	371.876	61.2338	5.8047
-0.0930405	371.192	61.1499	5.85675
0.0718525	370.495	61.053	5.91148
0.158547	369.801	60.9392	5.96572
0.2783	369.156	60.8149	6.01714
0.400524	368.532	60.6817	6.06763
0.543229	367.826	60.5186	6.12383
0.652684	367.169	60.3688	6.17424
0.744977	366.481	60.2154	6.22573
0.856515	365.731	60.0585	6.28154
0.916342	364.943	59.9004	6.33792
0.962848	364.218	59.7702	6.3892
0.992769	363.42	59.6385	6.44525
0.991242	362.639	59.5217	6.50024
0.974874	361.819	59.4118	6.55807
0.918111	361.059	59.3173	6.61271
0.874158	360.34	59.2406	6.66451
0.799596	359.595	59.1563	6.71892
0.691989	358.846	59.0778	6.77483
0.60067	358.128	58.9953	6.82871
0.491157	357.464	58.9166	6.87932
0.381028	356.814	58.8351	6.9294
0.214594	356.148	58.7454	6.98197
0.118211	355.435	58.6383	7.03783
-0.0279309	354.736	58.5175	7.09371
-0.134866	354.076	58.394	7.14459
-0.263323	353.393	58.2569	7.19785
-0.422711	352.723	58.1155	7.24996
-0.527366	352.02	57.9659	7.303
-0.612255	351.273	57.8048	7.35789
-0.69764	350.576	57.6653	7.40896
-0.7854	349.843	57.5269	7.4619
-0.827246	349.108	57.3982	7.51416
-0.858299	348.35	57.2794	7.56784
-0.860365	347.614	57.1721	7.61987
-0.840582	346.874	57.0708	7.67289
-0.810735	346.137	56.9837	7.72513
-0.756484	345.434	56.9018	7.77521
-0.672529	344.664	56.8093	7.83027
-0.586995	343.921	56.7178	7.88357
-0.500017	343.193	56.6303	7.9364
-0.390376	342.515	56.5445	7.98702
-0.237925	341.801	56.4519	8.04103
-0.108822	341.131	56.3641	8.09174
-0.0182438	340.442	56.2708	8.14463
0.0951144	339.739	56.1611	8.19913
0.24342	339.007	56.0344	8.25646
0.337657	338.353	55.9106	8.30761
0.469875	337.629	55.7687	8.36377
0.536061	336.903	55.6147	8.4186
0.622011	336.233	55.4756	8.46872
0.724242	335.529	55.3336	8.52066
0.775209	334.771	55.184	8.57584
0.818723	334.041	55.0519	8.62798
0.844427	333.267	54.9228	8.6829
0.840015	332.466	54.8028	8.73947
0.810247	331.687	54.7	8.79495
0.761033	330.985	54.6134	8.84504
0.692228	330.252	54.5284	8.89797
0.592238	329.534	54.4491	8.95047
0.51239	328.807	54.3778	9.00415
0.417493	328.068	54.2984	9.05908
0.263647	327.392	54.2257	9.11161
0.18481	326.656	54.1432	9.16745
0.0120223	325.947	54.0475	9.22356
-0.0824304	325.289	53.9473	9.27507
-0.188497	324.614	53.8296	9.3285
-0.342792	323.918	53.6943	9.38475
-0.504533	323.188	53.5477	9.44129
-0.584069	322.485	53.3901	9.4945
-0.682813	321.816	53.2424	9.54501
-0.77092	321.113	53.0908	9.59709
-0.869389	320.401	52.9442	9.64863
-0.915571	319.687	52.8064	9.69947
-0.938412	318.927	52.6706	9.75316
-0.933935	318.189	52.5487	9.80509
-0.904522	317.453	52.441	9.85678
-0.852364	316.717	52.3473	9.90811
-0.783189	315.969	52.2624	9.96019
-0.7046	315.182	52.1858	10.0159
-0.571598	314.398	52.1035	10.0724
-0.484868	313.617	52.0293	10.129
-0.340518	312.885	51.9535	10.1826
-0.26575	312.124	51.8756	10.2386
-0.165935	311.439	51.7948	10.2903
0.0188728	310.79	51.7103	10.3419
0.0967131	310.079	51.602	10.3954
0.220751	309.423	51.4862	10.4464
0.358459	308.747	51.3518	10.4992
0.521789	308.034	51.2019	10.5541
0.638454	307.373	51.0548	10.6044
0.731182	306.642	50.8858	10.6588
0.84051	305.881	50.7239	10.7142
0.898087	305.172	50.5709	10.7652
0.968015	304.377	50.4225	10.8215
0.997344	303.653	50.2962	10.8726
1.0031	302.917	50.1797	10.9243
0.990745	302.19	50.08	10.9757
0.938293	301.363	49.9718	11.0343
0.881673	300.584	49.8842	11.0896
0.789925	299.841	49.801	11.143
0.729811	299.123	49.7269	11.195
0.647276	298.41	49.6449	11.2472
0.503451	297.648	49.5531	11.304
0.427848	296.928	49.4685	11.3582
0.271591	296.243	49.3761	11.4123
0.18722	295.528	49.2643	11.4673
0.05241	294.873	49.1455	11.5185
-0.0693216	294.2	49.0094	11.5703
-0.247551	293.526	48.8591	11.6229
-0.380688	292.823	48.6811	11.6754
-0.504941	292.072	48.5043	11.7302
-0.640248	291.369	48.3426	11.7817
-0.715483	290.669	48.1945	11.8323
-0.761181	289.926	48.051	11.8854
-0.787816	289.174	47.9228	11.9382
-0.775137	288.433	47.8061	11.9901
-0.739666	287.694	47.6986	12.0418
-0.694685	286.927	47.5995	12.0953
-0.623759	286.189	47.5089	12.1469
-0.532817	285.445	47.4204	12.1995
-0.444553	284.726	47.3369	12.2507
-0.348445	284.033	47.2571	12.3012
-0.202654	283.373	47.1814	12.3512
-0.127196	282.635	47.0971	12.4074
0.0448947	281.94	47.0099	12.462
0.144586	281.264	46.9136	12.5144
0.214699	280.609	46.8076	12.5658
0.340094	279.966	46.6929	12.6172
0.458362	279.254	46.5606	12.6715
0.599737	278.591	46.4286	12.7221
0.691489	277.89	46.2869	12.7737
0.752541	277.161	46.1366	12.8259
0.820967	276.384	45.9897	12.8811
0.882119	275.606	45.848	12.9362
0.90821	274.872	45.7254	12.9875
0.915252	274.144	45.6123	13.0381
0.896379	273.358	45.4963	13.0933
0.866034	272.605	45.396	13.1453
0.817231	271.864	45.3018	13.1968
0.750481	271.143	45.2149	13.2477
0.659244	270.44	45.1335	13.2986
0.555689	269.745	45.0555	13.3498
0.460707	269.05	44.9792	13.4015
0.310059	268.376	44.9051	13.4536
0.207411	267.711	44.8368	13.5061
0.0760277	267.028	44.7504	13.56
-0.0822004	266.316	44.65	13.6164
-0.21547	265.637	44.5357	13.6697
-0.39777	264.916	44.4033	13.7253
-0.502236	264.224	44.2569	13.7762
-0.614308	263.525	44.1106	13.8267
-0.709686	262.754	43.9555	13.8814
-0.812228	261.951	43.797	13.9381
-0.872399	261.19	43.6606	13.9915
-0.925415	260.444	43.5372	14.0436
-0.942582	259.668	43.4221	14.0968
-0.94458	258.912	43.3149	14.149
-0.928898	258.158	43.2145	14.2011
-0.881154	257.368	43.1137	14.2554
-0.829351	256.579	43.0194	14.3093
-0.74691	255.821	42.9252	14.3616
-0.66212	255.081	42.834	14.4131
-0.590659	254.308	42.7412	14.4673
-0.485738	253.602	42.6518	14.5181
-0.371142	252.916	42.5627	14.5687
-0.262108	252.24	42.4704	14.6191
-0.133271	251.543	42.3659	14.6719
-0.0145026	250.799	42.2391	14.7282
0.122127	250.07	42.1005	14.7825
0.210803	249.391	41.9596	14.8331
0.306093	248.628	41.7909	14.8885
0.395589	247.923	41.6375	14.9389
0.475957	247.17	41.4804	14.9917
0.560202	246.407	41.3282	15.0447
0.605167	245.603	41.1772	15.0998
0.63674	244.776	41.0421	15.156
0.637746	244.038	40.9391	15.2063
0.616584	243.291	40.8456	15.2575
0.560659	242.496	40.7538	15.3123
