x	y	z	t
0.441708	421.428	69.1329	2.9581
0.436517	420.769	68.7086	3.01026
0.435228	420.247	68.6272	3.06603
0.43406	419.774	68.5539	3.11629
0.432942	419.274	68.4766	3.16948
0.431635	418.784	68.4008	3.22184
0.430346	418.278	68.3228	3.27558
0.427875	417.778	68.2453	3.32872
0.428002	417.296	68.1705	3.38006
0.428219	416.814	68.0953	3.43132
0.427236	416.305	68.016	3.48522
0.424122	415.809	67.9388	3.53833
0.423113	415.277	67.856	3.59509
0.420101	414.796	67.7817	3.6464
0.4154	414.265	67.7006	3.70309
0.407557	413.742	67.6218	3.75885
0.399982	413.219	67.5448	3.81525
0.387894	412.696	67.468	3.87119
0.373787	412.186	67.3915	3.9265
0.358146	411.648	67.3092	3.98421
0.338482	411.13	67.2286	4.04011
0.320762	410.631	67.1515	4.0933
0.302129	410.156	67.0778	4.14425
0.27977	409.637	66.9974	4.20009
0.259259	409.107	66.9145	4.25691
0.240604	408.604	66.8365	4.31032
0.223752	408.122	66.7626	4.36162
0.204971	407.599	66.6818	4.41751
0.188203	407.07	66.6005	4.47401
0.169739	406.551	66.5194	4.52936
0.154777	406.044	66.4393	4.58358
0.138773	405.567	66.3639	4.63421
0.122384	405.089	66.288	4.68509
0.102963	404.58	66.2074	4.73955
0.0857576	404.059	66.1252	4.79514
0.0650861	403.522	66.0406	4.85229
0.0437533	402.988	65.9559	4.90919
0.0271983	402.5	65.8779	4.96088
0.0123052	402.021	65.8013	5.01173
-0.00512803	401.501	65.7182	5.0671
-0.0164673	401.029	65.643	5.11758
-0.0271438	400.557	65.5682	5.16787
-0.0330012	400.07	65.4907	5.21991
-0.0408103	399.554	65.4092	5.27503
-0.0491217	399.043	65.3279	5.33012
-0.0550005	398.547	65.2498	5.38357
-0.0681226	398.044	65.171	5.43768
-0.0692749	397.513	65.0878	5.49454
-0.0793724	397.016	65.0089	5.54796
-0.0858001	396.543	64.934	5.5988
-0.0886837	396.043	64.8557	5.65197
-0.0939848	395.545	64.7786	5.70492
-0.102866	395.017	64.6962	5.76105
-0.109788	394.512	64.6155	5.81493
-0.119748	394.015	64.5354	5.86793
-0.124321	393.526	64.4548	5.92026
-0.13223	393.053	64.3773	5.97043
-0.138421	392.534	64.2925	6.02624
-0.148482	392.042	64.2124	6.07887
-0.156159	391.567	64.1342	6.12973
-0.164326	391.092	64.0551	6.18044
-0.172502	390.578	63.9706	6.23571
-0.184106	390.065	63.8868	6.29028
-0.194496	389.555	63.8051	6.34458
-0.203654	389.085	63.73	6.39487
-0.212149	388.554	63.6447	6.4517
-0.217735	388.05	63.564	6.50526
-0.222672	387.533	63.4819	6.56046
-0.226424	387.017	63.4002	6.61598
-0.230833	386.525	63.3219	6.66847
-0.232496	386.044	63.2453	6.71979
-0.232904	385.542	63.1656	6.77335
-0.234061	385.069	63.0906	6.82382
-0.234953	384.579	63.0127	6.8759
-0.23419	384.053	62.9288	6.93209
-0.234553	383.529	62.8447	6.98821
-0.233288	383.01	62.7604	7.04372
-0.234074	382.537	62.6838	7.09421
-0.23819	382.009	62.5997	7.15035
-0.242001	381.488	62.5203	7.2058
-0.246501	380.977	62.4434	7.26091
-0.249637	380.502	62.3707	7.31153
-0.251697	379.974	62.2905	7.36795
-0.256199	379.496	62.2198	7.41931
-0.265478	378.963	62.1417	7.47632
-0.276185	378.441	62.0653	7.53177
-0.285546	377.949	61.9922	7.58343
-0.296681	377.465	61.9197	7.63444
-0.310592	376.939	61.8394	7.69034
-0.322858	376.415	61.7579	7.74569
-0.338155	375.898	61.6775	7.80045
-0.350393	375.394	61.5982	7.85396
-0.36248	374.854	61.5127	7.91114
-0.373913	374.349	61.4344	7.96503
-0.377342	373.854	61.3605	8.01805
-0.387928	373.349	61.2873	8.07222
-0.391578	372.861	61.2145	8.12447
-0.390188	372.352	61.1369	8.17912
-0.38981	371.861	61.0621	8.23143
-0.385283	371.345	60.9823	8.28661
-0.377416	370.814	60.8984	8.34305
-0.370273	370.343	60.8228	8.39322
-0.363653	369.848	60.7419	8.44541
-0.357469	369.336	60.6576	8.49984
-0.352495	368.84	60.5743	8.55293
-0.349473	368.336	60.4916	8.60686
-0.350469	367.834	60.4097	8.66036
-0.348349	367.324	60.3275	8.71445
-0.354761	366.818	60.2469	8.76841
-0.356492	366.316	60.1671	8.82217
-0.36389	365.814	60.0871	8.8758
-0.376887	365.308	60.0067	8.93016
-0.388768	364.823	59.9293	8.98167
-0.414183	364.286	59.8437	9.03866
-0.431996	363.777	59.7625	9.09274
-0.454302	363.302	59.686	9.14391
-0.477476	362.808	59.6069	9.19654
-0.50623	362.293	59.5251	9.25157
