x	y	z	t
0.345172	450.133	73.3345	0.0512979
0.277727	449.625	73.2534	0.107318
0.216319	449.144	73.179	0.159904
0.160221	448.674	73.1077	0.211625
0.086555	448.192	73.0334	0.265043
0.0343111	447.708	72.9558	0.318659
-0.0327229	447.198	72.8731	0.374767
-0.0721542	446.714	72.7941	0.427479
-0.112183	446.226	72.7128	0.480738
-0.176824	445.738	72.6281	0.534316
-0.203078	445.253	72.5393	0.587251
-0.239262	444.786	72.4527	0.638075
-0.265731	444.307	72.3638	0.689752
-0.292475	443.801	72.2732	0.744171
-0.293633	443.312	72.1836	0.796489
-0.300218	442.831	72.0991	0.848088
-0.300401	442.315	72.0125	0.903186
-0.299393	441.823	71.933	0.956057
-0.297151	441.306	71.8492	1.0113
-0.281255	440.814	71.7731	1.06434
-0.275775	440.319	71.7035	1.11747
-0.262576	439.833	71.6384	1.16991
-0.218525	439.33	71.5731	1.22508
-0.197107	438.809	71.508	1.28147
-0.130551	438.348	71.4502	1.33288
-0.0769264	437.876	71.3892	1.38565
-0.0367731	437.417	71.3317	1.43694
0.0207945	436.961	71.2708	1.48822
0.0898834	436.492	71.2043	1.54128
0.166643	435.988	71.1265	1.59733
0.22197	435.53	71.0523	1.64806
0.278217	435.067	70.9757	1.69937
0.354187	434.579	70.8941	1.75361
0.413578	434.101	70.8118	1.80617
0.47341	433.579	70.7215	1.86271
0.543606	433.079	70.6369	1.91707
0.596236	432.6	70.5581	1.96905
0.649106	432.12	70.4796	2.02132
0.704238	431.624	70.4006	2.07483
0.749334	431.131	70.3225	2.12791
0.791044	430.663	70.2485	2.1785
0.825933	430.195	70.1744	2.22897
0.855149	429.73	70.1015	2.27924
0.880305	429.257	70.0274	2.33013
0.907019	428.738	69.9474	2.38558
0.924507	428.217	69.8665	2.44124
0.936222	427.746	69.7899	2.4915
0.943106	427.215	69.7019	2.54767
0.949968	426.669	69.6106	2.60561
0.944642	426.193	69.5305	2.65592
0.935086	425.721	69.4519	2.70705
0.934479	425.253	69.3753	2.75758
0.930801	424.737	69.2916	2.81338
0.921358	424.262	69.2143	2.86455
0.916071	423.781	69.1388	2.91625
0.920856	423.267	69.0599	2.97174
0.908145	422.761	68.9809	3.02673
0.906635	422.271	68.9041	3.07994
0.898574	421.786	68.8299	3.13288
0.881533	421.267	68.7525	3.18913
0.861269	420.763	68.6766	3.24387
0.823776	420.255	68.5992	3.29964
0.785413	419.768	68.5261	3.3529
0.731996	419.269	68.453	3.40751
0.67401	418.742	68.3717	3.46491
0.620017	418.216	68.2891	3.522
0.565879	417.753	68.2158	3.57214
0.504154	417.251	68.1343	3.6266
0.444908	416.757	68.0497	3.68006
0.385032	416.29	67.9721	3.73052
0.318721	415.776	67.8891	3.7862
0.277789	415.272	67.8096	3.84074
0.2252	414.783	67.7354	3.89385
0.185587	414.29	67.6616	3.9474
0.144227	413.825	67.5917	3.99806
0.10407	413.329	67.5155	4.05174
0.0479912	412.851	67.4418	4.10376
0.00819748	412.357	67.3651	4.15736
-0.0414561	411.853	67.2847	4.2118
-0.101767	411.364	67.2055	4.26503
-0.150476	410.884	67.1273	4.31717
-0.196172	410.367	67.0425	4.3732
-0.254689	409.871	66.9613	4.42705
-0.298261	409.389	66.8835	4.47966
-0.339942	408.902	66.8073	4.53271
-0.382076	408.437	66.7361	4.58288
-0.430882	407.954	66.6619	4.63531
-0.464617	407.477	66.5881	4.68705
-0.48891	407.01	66.5151	4.73772
-0.517803	406.537	66.44	4.78905
-0.541623	406.066	66.3646	4.84016
-0.561952	405.589	66.2878	4.89208
-0.581643	405.076	66.2034	4.94758
-0.586994	404.612	66.1255	4.9981
-0.588482	404.146	66.0457	5.04832
-0.590492	403.627	65.9578	5.1039
-0.578219	403.134	65.8736	5.15721
-0.558288	402.613	65.779	5.21311
-0.525012	402.127	65.6905	5.26539
-0.493848	401.66	65.6099	5.3165
-0.466188	401.176	65.5359	5.3694
-0.426308	400.694	65.4673	5.42285
-0.363307	400.237	65.4069	5.47505
-0.315088	399.785	65.3496	5.52687
-0.274635	399.349	65.2963	5.57768
-0.208959	398.874	65.2316	5.63335
-0.115314	398.41	65.1675	5.68911
-0.0373359	397.962	65.0987	5.74051
0.0310666	397.49	65.0207	5.79381
0.116374	397.006	64.9389	5.84774
0.182802	396.511	64.8555	5.90167
0.25826	396.039	64.7758	5.95258
0.342011	395.518	64.6906	6.00864
0.408927	395.03	64.6116	6.06114
0.466267	394.538	64.5297	6.11364
0.529167	394.017	64.4434	6.16922
0.576115	393.548	64.3685	6.21938
0.613683	393.071	64.292	6.27057
0.638853	392.595	64.2125	6.32152
0.659769	392.099	64.1287	6.37497
0.663182	391.597	64.04	6.4293
0.658202	391.108	63.9543	6.48207
0.633931	390.61	63.8686	6.5356
0.618481	390.087	63.7834	6.59174
0.575849	389.575	63.7061	6.64759
0.558205	389.104	63.64	6.69973
0.52584	388.622	63.5729	6.75283
0.480893	388.114	63.5062	6.80903
0.420671	387.61	63.4381	6.86511
0.370235	387.15	63.3733	6.91583
0.312553	386.695	63.3057	6.96589
0.261117	386.203	63.2309	7.01986
0.188135	385.715	63.1526	7.07381
0.114297	385.249	63.0761	7.12409
0.0216821	384.744	62.9916	7.17885
-0.055999	384.231	62.9071	7.23397
-0.148962	383.754	62.8293	7.28582
-0.226402	383.276	62.752	7.33785
-0.307733	382.805	62.6771	7.38888
-0.382371	382.32	62.6016	7.44124
-0.453318	381.834	62.5225	7.49374
-0.532692	381.349	62.4417	7.54582
-0.593024	380.855	62.3606	7.59871
-0.644129	380.366	62.2817	7.65135
-0.69804	379.871	62.2015	7.70479
-0.730919	379.377	62.1227	7.75796
-0.753369	378.898	62.0456	7.80986
-0.767841	378.421	61.9672	7.86135
-0.780304	377.922	61.8838	7.91498
-0.776624	377.43	61.8002	7.96799
-0.758632	376.96	61.7176	8.01859
-0.73964	376.494	61.635	8.06892
-0.715687	375.982	61.5442	8.12438
-0.682556	375.516	61.461	8.17504
-0.644376	375.032	61.3761	8.22755
-0.601941	374.549	61.2944	8.27969
-0.559341	374.077	61.2231	8.33138
-0.494013	373.586	61.1574	8.38669
-0.449931	373.111	61.1076	8.44012
-0.383001	372.667	61.0686	8.49149
-0.279606	372.201	61.0298	8.54622
-0.223352	371.746	60.9997	8.59918
-0.158759	371.315	60.9628	8.65014
-0.0906164	370.871	60.9167	8.70144
-0.014235	370.426	60.8571	8.75306
0.0756477	369.951	60.7846	8.8069
0.145222	369.492	60.7073	8.8586
0.224941	368.984	60.6183	8.9153
0.311477	368.477	60.526	8.97112
0.399877	367.98	60.4358	9.02647
0.457488	367.459	60.3402	9.0829
0.5129	366.994	60.2566	9.13295
0.560088	366.528	60.1752	9.18337
0.608301	366.019	60.0858	9.23846
0.638999	365.547	59.999	9.28905
0.663437	365.065	59.9116	9.34035
0.678259	364.54	59.8178	9.39645
0.680829	364.065	59.7332	9.44708
0.683139	363.542	59.6435	9.50316
0.659485	363.033	59.5643	9.5581
0.651261	362.51	59.4916	9.61464
0.623124	362.039	59.4317	9.66606
0.578344	361.533	59.3769	9.72184
0.534223	361.053	59.3274	9.77506
0.450963	360.575	59.2795	9.829
0.388364	360.116	59.237	9.88068
0.320493	359.638	59.18	9.93363
0.233331	359.159	59.1159	9.98671
0.17346	358.663	59.0423	10.0406
0.106097	358.175	58.9644	10.0931
0.0206844	357.655	58.8784	10.1489
-0.0513618	357.139	58.7911	10.2036
-0.119851	356.66	58.7091	10.2541
-0.202714	356.117	58.616	10.3115
-0.268077	355.62	58.5323	10.3649
-0.344442	355.117	58.4465	10.4189
-0.405409	354.633	58.364	10.4699
-0.461744	354.132	58.282	10.5238
-0.506463	353.657	58.2064	10.5749
-0.555118	353.173	58.1289	10.6269
-0.587522	352.708	58.0527	10.6771
-0.612974	352.223	57.9724	10.7293
-0.629848	351.732	57.8912	10.7819
