x	y	z	t
0.399658	450.159	73.5173	0.0519843
0.400231	449.635	73.4354	0.108202
0.400518	449.113	73.3542	0.164054
0.399303	448.629	73.2788	0.215624
0.394173	448.12	73.2	0.270111
0.393621	447.606	73.1207	0.325293
0.38675	447.073	73.0391	0.382574
0.38077	446.558	72.9605	0.437956
0.371481	446.05	72.8825	0.492604
0.363831	445.552	72.805	0.545909
0.353414	445.056	72.7272	0.59913
0.345561	444.564	72.6495	0.651903
0.338649	444.073	72.571	0.704904
0.328434	443.569	72.4906	0.759049
0.321186	443.091	72.4144	0.810649
0.313036	442.611	72.3383	0.862419
0.308715	442.102	72.2579	0.917526
0.295687	441.615	72.1817	0.970117
0.286347	441.078	72.0971	1.02774
0.270862	440.594	72.0194	1.0801
0.256978	440.109	71.941	1.13237
0.2424	439.595	71.8572	1.18787
0.228597	439.077	71.7739	1.24378
0.220015	438.582	71.6945	1.29723
0.213156	438.097	71.6162	1.34956
0.212465	437.608	71.5375	1.40219
0.213498	437.141	71.4617	1.45263
0.218055	436.657	71.3843	1.50487
0.229785	436.138	71.3032	1.56043
0.23615	435.651	71.2286	1.61301
0.251163	435.183	71.1568	1.66408
0.269876	434.682	71.0808	1.71813
0.300231	434.197	71.0077	1.77052
0.324715	433.681	70.9298	1.82624
0.360378	433.184	70.8542	1.87977
0.395998	432.699	70.781	1.93233
0.42961	432.221	70.7099	1.98412
0.466304	431.706	70.6327	2.03976
0.507832	431.213	70.5583	2.09317
0.5436	430.752	70.4873	2.14357
0.57857	430.282	70.4145	2.19435
0.608086	429.816	70.3417	2.24458
0.63498	429.346	70.268	2.29522
0.660821	428.875	70.1938	2.34598
0.685465	428.394	70.1182	2.39779
0.707386	427.924	70.0445	2.44839
0.7325	427.434	69.9672	2.50096
0.748608	426.96	69.8929	2.55178
0.762423	426.483	69.8185	2.60273
0.772092	426.007	69.7431	2.65366
0.781985	425.516	69.6648	2.70609
0.795502	424.984	69.58	2.76301
0.803285	424.463	69.4956	2.81905
0.815415	423.985	69.4181	2.87006
0.822129	423.511	69.3411	2.92063
0.825553	422.969	69.253	2.97853
0.833797	422.478	69.1736	3.03131
0.834543	421.99	69.0938	3.0839
0.83588	421.486	69.0121	3.13817
0.837976	420.98	68.93	3.19283
0.835088	420.464	68.8451	3.24814
0.832173	419.948	68.7601	3.30332
0.826577	419.438	68.6768	3.35803
0.817967	418.923	68.5939	3.41319
0.806347	418.397	68.5115	3.46976
0.793074	417.929	68.4396	3.52005
0.771086	417.395	68.3582	3.57738
0.738559	416.897	68.2814	3.6314
0.710122	416.378	68.2016	3.6878
0.667886	415.866	68.1238	3.74316
0.632579	415.378	68.0502	3.79621
0.592625	414.895	67.9773	3.84893
0.534294	414.411	67.9044	3.90189
0.490052	413.933	67.833	3.95383
0.435473	413.423	67.756	4.00889
0.377878	412.922	67.6803	4.06297
0.324696	412.448	67.6087	4.11443
0.274984	411.976	67.536	4.16559
0.20552	411.465	67.4568	4.22056
0.153835	410.989	67.3815	4.27187
0.100805	410.444	67.2955	4.32996
0.0273915	409.961	67.2196	4.38266
-0.0208185	409.466	67.1414	4.43593
-0.0782094	408.977	67.0637	4.4889
-0.134539	408.5	66.9868	4.54002
-0.199314	408.001	66.9051	4.594
-0.249163	407.518	66.8253	4.64627
-0.300901	407.032	66.7443	4.69876
-0.365295	406.564	66.6661	4.74955
-0.409948	406.099	66.5892	4.79984
-0.456474	405.601	66.5078	4.85355
-0.485426	405.109	66.426	4.90652
-0.518278	404.622	66.3436	4.95909
-0.541762	404.152	66.2637	5.00974
-0.570156	403.637	66.177	5.0648
-0.590503	403.152	66.0963	5.11708
-0.610073	402.64	66.0118	5.17172
-0.618895	402.149	65.9312	5.22441
