x	y	z	t
0.534735	449.865	73.4193	0.0517372
0.535013	449.179	73.3131	0.102872
0.535809	448.496	73.2068	0.153723
0.536612	447.763	73.0918	0.208478
0.537981	447.016	72.9745	0.264647
0.539067	446.292	72.8604	0.319174
0.539747	445.602	72.7518	0.371029
0.540158	444.917	72.6441	0.422748
0.540617	444.215	72.5334	0.475446
0.540645	443.5	72.4209	0.529236
0.540111	442.807	72.3118	0.581797
0.539701	442.07	72.1954	0.637321
0.539312	441.354	72.082	0.691078
0.539385	440.655	71.9702	0.74372
0.539429	439.979	71.8622	0.795096
0.539132	439.27	71.7495	0.848745
0.539421	438.571	71.6394	0.90185
0.54193	437.903	71.5355	0.952908
0.548497	437.242	71.4353	1.00351
0.556481	436.548	71.3303	1.05633
0.567164	435.822	71.2202	1.11127
0.581842	435.167	71.1211	1.16133
0.602135	434.451	71.0131	1.21583
0.621403	433.753	70.9081	1.26889
0.647635	433.044	70.8026	1.32273
0.669971	432.388	70.7064	1.37286
0.68512	431.703	70.6083	1.42527
0.712677	430.978	70.5036	1.48103
0.734272	430.323	70.4122	1.53128
0.755742	429.665	70.3215	1.58184
0.771748	428.983	70.2296	1.63401
0.798798	428.275	70.1289	1.68796
0.825284	427.613	70.0313	1.73855
0.862528	426.943	69.9279	1.78921
0.897098	426.197	69.8089	1.84552
0.923592	425.521	69.6982	1.89616
0.961126	424.786	69.5746	1.95123
0.984738	424.043	69.4418	2.00646
1.01417	423.293	69.3062	2.06246
1.03024	422.597	69.1733	2.1141
1.04338	421.913	69.0455	2.165
1.05295	421.188	68.9127	2.21888
1.04837	420.455	68.7826	2.27347
1.0336	419.74	68.6605	2.32684
0.993685	419.014	68.5439	2.38132
0.964247	418.261	68.4266	2.43816
0.901296	417.527	68.3152	2.49393
0.847196	416.847	68.2179	2.54616
0.774757	416.166	68.1233	2.59875
0.663649	415.493	68.0362	2.65151
0.576908	414.825	67.9597	2.70392
0.47439	414.183	67.8853	2.75465
0.353329	413.534	67.807	2.80618
0.241612	412.848	67.7171	2.86023
0.0939712	412.221	67.6279	2.91065
-0.0252088	411.553	67.5233	2.96356
-0.122471	410.864	67.4033	3.01735
-0.243846	410.173	67.2754	3.07083
-0.329248	409.507	67.1437	3.12192
-0.40956	408.807	66.993	3.1749
-0.488238	408.114	66.8446	3.22733
-0.554018	407.413	66.6936	3.2801
-0.614565	406.678	66.5318	3.33529
-0.647584	405.991	66.3951	3.38654
-0.664682	405.279	66.2658	3.43975
-0.658983	404.603	66.1535	3.49076
-0.633996	403.899	66.0503	3.54408
-0.598279	403.194	65.9646	3.59773
-0.524233	402.484	65.8829	3.65226
-0.448718	401.828	65.8153	3.70388
-0.372319	401.173	65.7572	3.75614
-0.282399	400.501	65.6886	3.80975
-0.178845	399.894	65.6274	3.85983
-0.0309653	399.281	65.5586	3.91149
0.0765528	398.641	65.4735	3.96426
0.172726	398.023	65.3774	4.01599
0.291008	397.389	65.2627	4.06834
0.449304	396.751	65.1375	4.12238
0.558002	396.113	65.0065	4.17394
0.657632	395.455	64.8575	4.22531
0.751291	394.778	64.7114	4.27691
0.830651	394.084	64.5646	4.32974
0.916781	393.373	64.4195	4.38339
0.962688	392.635	64.2739	4.43842
0.986425	391.926	64.1473	4.49147
0.985905	391.256	64.0349	4.54213
0.968867	390.57	63.9294	4.594
0.936859	389.832	63.8271	4.64971
0.865659	389.149	63.74	4.70184
0.788483	388.44	63.6647	4.75632
0.691673	387.723	63.5879	4.81167
0.55823	386.991	63.5212	4.86892
0.398438	386.325	63.4579	4.92241
0.288483	385.633	63.3955	4.97771
0.121432	384.98	63.3201	5.03159
-0.00123245	384.355	63.2381	5.08321
-0.0943225	383.707	63.1365	5.13621
-0.207362	383.105	63.0254	5.18626
-0.322975	382.443	62.8896	5.23951
-0.478972	381.8	62.7454	5.29193
-0.577483	381.152	62.5936	5.34294
-0.648011	380.475	62.429	5.39502
-0.728333	379.786	62.2795	5.44807
-0.784459	379.094	62.139	5.50077
-0.830559	378.412	62.0119	5.55279
-0.843952	377.724	61.8961	5.60509
