x	y	z	t
0.312208	450.094	73.4982	0.0559998
0.350325	449.596	73.421	0.10895
0.396864	449.105	73.3446	0.161214
0.436696	448.615	73.2677	0.213211
0.474683	448.132	73.1917	0.264403
0.509904	447.66	73.1178	0.314722
0.546492	447.176	73.0418	0.36651
0.578779	446.704	72.9674	0.417028
0.61716	446.172	72.8834	0.473816
0.650108	445.662	72.8025	0.52881
0.674375	445.152	72.7215	0.583523
0.700022	444.643	72.6404	0.638177
0.725555	444.123	72.5569	0.694343
0.748965	443.608	72.4755	0.749786
0.767021	443.096	72.3937	0.805085
0.786592	442.578	72.311	0.860918
0.801594	442.053	72.2278	0.91737
0.819051	441.526	72.1455	0.973732
0.831341	441.055	72.0722	1.02429
0.846633	440.539	71.9915	1.07962
0.856066	440.03	71.911	1.1342
0.866767	439.561	71.8358	1.18455
0.877555	439.018	71.7482	1.24227
0.884204	438.512	71.6671	1.29637
0.892764	438.007	71.5872	1.35033
0.897432	437.501	71.5088	1.40419
0.904784	436.994	71.431	1.45825
0.914133	436.473	71.3507	1.51385
0.92144	435.962	71.2722	1.56856
0.930889	435.445	71.1946	1.62351
0.93858	434.936	71.1162	1.67775
0.944411	434.468	71.0441	1.72787
0.946581	433.96	70.9682	1.78261
0.944795	433.437	70.8891	1.83901
0.938273	432.923	70.8093	1.89409
0.928869	432.413	70.729	1.94898
0.916584	431.889	70.6459	2.0053
0.904282	431.376	70.5641	2.06039
0.895222	430.881	70.4845	2.11387
0.883426	430.389	70.4054	2.16705
0.866446	429.892	70.3264	2.22046
0.857001	429.399	70.2502	2.27353
0.845049	428.896	70.1738	2.32757
0.824216	428.398	70.0974	2.38156
0.810263	427.912	70.0225	2.43392
0.789995	427.445	69.9505	2.48417
0.768376	426.943	69.8729	2.53774
0.740589	426.443	69.7949	2.59103
0.716305	425.937	69.716	2.64474
0.689879	425.421	69.6357	2.69941
0.655661	424.942	69.5613	2.75045
0.626007	424.434	69.4828	2.80421
0.59538	423.926	69.4036	2.85803
0.559214	423.402	69.3205	2.91343
0.527156	422.924	69.2443	2.96407
0.494649	422.447	69.1681	3.01469
0.455163	421.922	69.0836	3.07066
0.419725	421.402	69.0002	3.12608
0.386418	420.908	68.9205	3.17865
0.349334	420.404	68.8397	3.23222
0.317423	419.881	68.7558	3.28803
0.286213	419.395	68.6789	3.33967
0.248999	418.907	68.6031	3.39195
