x	y	z	t
0.318034	449.766	73.4215	0.0524041
0.318712	448.8	73.2694	0.110488
0.317708	447.878	73.1234	0.166328
0.315052	446.961	72.9763	0.221573
0.309435	446.04	72.8237	0.277251
0.299915	445.161	72.6761	0.33049
0.286261	444.327	72.5337	0.381155
0.267361	443.441	72.3822	0.435142
0.242872	442.595	72.2352	0.4867
0.222983	441.7	72.0864	0.541441
0.190754	440.769	71.936	0.59828
0.16907	439.904	71.8025	0.651038
0.1249	438.973	71.6632	0.707504
0.0727591	438.098	71.5321	0.761818
-0.00729222	437.257	71.3999	0.814098
-0.0509536	436.398	71.2495	0.867605
-0.140771	435.561	71.0899	0.920285
-0.21813	434.752	70.9221	0.971248
-0.311128	433.904	70.7451	1.02403
-0.357734	433.084	70.5778	1.07431
-0.377243	432.244	70.4154	1.12629
-0.381978	431.337	70.266	1.18131
-0.362895	430.481	70.141	1.23323
-0.325439	429.555	70.024	1.28977
-0.249904	428.651	69.9145	1.34461
-0.188249	427.809	69.8173	1.39566
-0.119679	426.893	69.7115	1.45197
-0.0485206	426.076	69.6072	1.50286
0.0606405	425.239	69.4869	1.55576
0.153488	424.447	69.363	1.60617
0.223136	423.612	69.2114	1.65924
0.369355	422.727	69.0404	1.71651
0.431074	421.895	68.861	1.76906
0.542638	421.015	68.6806	1.82379
0.584433	420.087	68.4939	1.88045
0.633255	419.211	68.335	1.93374
0.643336	418.337	68.1866	1.98629
0.63976	417.415	68.0396	2.042
0.597955	416.51	67.9115	2.09701
0.510238	415.605	67.7925	2.1527
0.41075	414.784	67.6923	2.20446
0.303098	413.988	67.5957	2.25585
0.227186	413.167	67.5044	2.30906
0.100364	412.374	67.4109	2.36231
-0.0921578	411.569	67.3086	2.41847
-0.246387	410.845	67.1997	2.46993
-0.408669	410.108	67.0756	2.52046
-0.553617	409.317	66.9266	2.57326
-0.725262	408.483	66.7598	2.62801
-0.836551	407.651	66.6022	2.6809
-0.923857	406.851	66.4608	2.73117
-0.977026	406.008	66.3275	2.78305
-0.995102	405.134	66.1993	2.83627
-0.971029	404.285	66.0826	2.88726
-0.946541	403.411	65.9663	2.94
-0.863873	402.493	65.8537	2.9951
-0.794147	401.62	65.7533	3.04733
-0.712516	400.73	65.6414	3.10096
-0.628044	399.908	65.5361	3.15123
-0.508882	399.097	65.4225	3.2023
-0.356128	398.247	65.2906	3.25801
-0.226796	397.445	65.1557	3.31057
-0.117708	396.683	65.0166	3.36087
0.0190728	395.884	64.864	3.4133
0.16845	395.041	64.6909	3.46837
0.326553	394.167	64.5181	3.52539
0.429273	393.375	64.3565	3.57588
0.514166	392.49	64.1768	3.631
0.616596	391.628	64.0162	3.68463
0.661995	390.761	63.8654	3.73749
0.68228	389.926	63.7369	3.78781
0.67427	389.046	63.6161	3.84136
0.632972	388.126	63.5068	3.89736
0.582593	387.182	63.3937	3.95467
0.48831	386.362	63.3022	4.00486
0.419915	385.438	63.2001	4.0618
0.304493	384.545	63.0897	4.11729
0.226769	383.706	62.9862	4.17034
0.119079	382.909	62.8772	4.22196
-0.0611734	382.078	62.7538	4.27728
-0.177642	381.301	62.6222	4.3298
-0.305737	380.526	62.4808	4.38201
-0.503974	379.765	62.3375	4.43478
-0.589188	378.953	62.1728	4.48775
-0.700898	378.16	62.0182	4.53911
-0.817933	377.327	61.8585	4.59208
-0.892269	376.531	61.709	4.64234
-0.966943	375.623	61.5434	4.69885
-0.996586	374.773	61.409	4.75062
-1.00205	373.92	61.2881	4.8025
-0.982463	373.064	61.181	4.85411
-0.920902	372.198	61.0816	4.90667
-0.862782	371.312	60.989	4.96042
-0.772028	370.485	60.9005	5.01179
-0.679747	369.64	60.7976	5.06467
-0.538225	368.792	60.6917	5.11982
-0.403459	368.039	60.5865	5.16986
-0.210666	367.201	60.4576	5.22701
-0.0758107	366.425	60.3236	5.27988
0.0587972	365.629	60.1714	5.3331
0.27752	364.87	60.0161	5.38511
0.414552	364.054	59.8455	5.43729
0.517293	363.168	59.6577	5.49365
0.612494	362.347	59.4965	5.54484
0.713027	361.513	59.3433	5.59629
0.749168	360.678	59.1981	5.64804
0.755972	359.829	59.0672	5.70018
0.732923	358.921	58.9345	5.75541
0.689383	358.007	58.8109	5.81121
0.599414	357.098	58.6918	5.86703
0.521892	356.278	58.5944	5.91768
0.43762	355.407	58.4863	5.97172
0.341988	354.594	58.39	6.02248
0.191317	353.742	58.2856	6.07773
0.0927514	352.953	58.1887	6.13012
-0.0180049	352.183	58.0762	6.18174
-0.157519	351.429	57.9574	6.23218
-0.268563	350.69	57.8286	6.28257
-0.399343	349.916	57.6816	6.33446
-0.569497	349.161	57.528	6.385
-0.66102	348.325	57.3514	6.43818
-0.765517	347.505	57.1901	6.48956
-0.8587	346.601	57.0264	6.54497
-0.92726	345.7	56.8741	6.5998
-0.965015	344.785	56.7352	6.65507
-0.98194	343.932	56.6121	6.70686
-0.988468	343.087	56.5009	6.75837
-0.940732	342.226	56.387	6.81102
-0.885095	341.388	56.2801	6.86338
-0.743054	340.563	56.1776	6.91609
-0.632563	339.78	56.0845	6.96663
-0.529776	338.945	55.9877	7.02058
-0.371861	338.199	55.8908	7.07076
-0.145012	337.383	55.7679	7.12682
-0.0121999	336.582	55.6219	7.18086
0.184994	335.773	55.4599	7.23468
0.329863	334.926	55.2718	7.2903
0.451271	334.119	55.0995	7.34152
0.587951	333.214	54.9183	7.39821
0.652054	332.322	54.7478	7.45328
0.689862	331.379	54.5894	7.51039
0.675982	330.487	54.4567	7.56455
0.636122	329.597	54.3347	7.6184
0.586363	328.752	54.2338	7.66957
0.520385	327.835	54.1197	7.72513
0.429915	326.943	54.0192	7.77975
0.354543	326.128	53.9256	7.83008
0.274721	325.283	53.8258	7.88269
0.11831	324.463	53.7271	7.93634
0.0221005	323.681	53.6281	7.98682
-0.0453887	322.808	53.5032	8.04381
-0.222852	322.041	53.3754	8.0968
-0.357032	321.319	53.2367	8.14713
-0.44158	320.485	53.0558	8.20228
-0.581758	319.625	52.8589	8.25913
-0.670817	318.796	52.6771	8.3117
-0.749294	317.972	52.5053	8.36354
-0.810269	317.153	52.3461	8.41419
-0.84872	316.3	52.1997	8.4661
-0.83935	315.442	52.0717	8.51763
-0.796661	314.531	51.9495	8.57221
-0.705852	313.61	51.8332	8.62785
-0.619167	312.754	51.7313	8.67989
-0.522066	311.887	51.6198	8.73409
-0.343393	311.096	51.521	8.78591
-0.231363	310.261	51.4267	8.84009
-0.0837095	309.525	51.3441	8.89038
0.0700814	308.711	51.2402	8.94545
0.246409	307.967	51.1315	8.99773
0.35897	307.174	50.9935	9.05365
0.551552	306.398	50.844	9.10809
0.634241	305.547	50.665	9.16412
0.751419	304.699	50.4848	9.21977
0.865577	303.811	50.312	9.2759
0.920176	302.968	50.1563	9.32809
0.954159	302.141	50.0133	9.37896
0.955811	301.212	49.8648	9.435
0.926744	300.294	49.729	9.49034
0.872321	299.411	49.6044	9.54367
0.817257	298.552	49.4906	9.59583
0.714593	297.693	49.3886	9.64909
0.623169	296.825	49.2838	9.70335
0.464974	295.987	49.183	9.75732
0.383386	295.153	49.0791	9.81034
0.269015	294.375	48.9677	9.86119
0.148921	293.599	48.8431	9.91408
-0.0493769	292.831	48.7106	9.96629
-0.146405	291.983	48.553	10.0225
-0.274973	291.2	48.4047	10.0745
-0.453268	290.411	48.2539	10.1271
-0.553741	289.576	48.0875	10.1807
-0.643214	288.77	47.9381	10.2314
-0.729028	287.911	47.7879	10.2848
-0.770562	287.045	47.6469	10.3384
-0.779273	286.207	47.5283	10.389
-0.772872	285.343	47.416	10.4411
-0.746788	284.496	47.3153	10.492
-0.678784	283.594	47.2146	10.5469
-0.622393	282.666	47.1264	10.6036
-0.546714	281.835	47.0442	10.6548
-0.420339	280.96	46.957	10.7105
-0.334601	280.151	46.8653	10.7615
-0.230546	279.296	46.7561	10.8162
-0.0400434	278.563	46.6481	10.8665
0.0845931	277.762	46.5014	10.9201
0.216522	276.999	46.3369	10.9716
0.411321	276.155	46.1443	11.0288
0.513006	275.326	45.9343	11.0827
0.616349	274.49	45.7454	11.135
0.721448	273.611	45.553	11.1896
0.781244	272.785	45.3943	11.2404
