x	y	z	t
0.483292	449.668	73.3879	0.0535746
0.485787	448.969	73.2781	0.104647
0.489604	448.208	73.1582	0.160222
0.49231	447.484	73.0439	0.213462
0.495238	446.708	72.9216	0.270244
0.497285	446.02	72.8136	0.320783
0.499082	445.315	72.7028	0.372521
0.499741	444.624	72.5946	0.42341
0.500371	443.889	72.4793	0.477134
0.503083	443.187	72.3685	0.528483
0.505877	442.464	72.2538	0.581414
0.509872	441.711	72.1339	0.636411
0.518042	440.976	72.0166	0.69022
0.527508	440.285	71.907	0.741049
0.537322	439.586	71.7968	0.792544
0.547525	438.865	71.6841	0.845608
0.554962	438.097	71.5647	0.902446
0.562556	437.399	71.4564	0.954266
0.57969	436.691	71.347	1.00669
0.584414	435.977	71.2367	1.05968
0.612238	435.222	71.1186	1.11558
0.629026	434.474	71.0034	1.17042
0.658372	433.776	70.902	1.22207
0.696585	433.062	70.8053	1.27512
0.753258	432.377	70.7176	1.32599
0.799906	431.687	70.6296	1.37744
0.842806	430.992	70.5424	1.42907
0.890668	430.23	70.4378	1.48542
0.921761	429.475	70.3348	1.54132
0.955791	428.787	70.2385	1.59184
0.994527	428.008	70.1265	1.64868
1.02367	427.319	70.0222	1.69868
1.05239	426.6	69.9092	1.75028
1.07323	425.824	69.7833	1.80631
1.08958	425.076	69.6573	1.86009
1.09504	424.363	69.5358	1.91144
1.09447	423.625	69.4084	1.96459
1.088	422.894	69.279	2.01719
1.06869	422.124	69.1412	2.07294
1.04353	421.404	69.0147	2.12466
1.01129	420.706	68.8913	2.17524
0.960063	419.962	68.7579	2.22895
0.908527	419.24	68.6321	2.28131
0.849199	418.491	68.5071	2.33578
0.754793	417.741	68.3937	2.39065
0.658154	417.005	68.2956	2.44484
0.514105	416.295	68.2129	2.49839
0.400774	415.606	68.144	2.55019
0.275932	414.936	68.0658	2.60086
0.138759	414.262	67.9779	2.65222
-0.0214804	413.507	67.8668	2.70987
-0.135011	412.827	67.7547	2.7611
-0.262346	412.113	67.6279	2.81553
-0.409081	411.416	67.4976	2.8681
-0.509505	410.735	67.3616	2.91899
-0.592454	410.025	67.2232	2.97131
-0.688293	409.259	67.075	3.02801
-0.740875	408.547	66.9319	3.08001
-0.795048	407.77	66.7876	3.13671
-0.810574	407.013	66.6485	3.19171
-0.821239	406.276	66.5203	3.2452
-0.821884	405.582	66.3999	3.29535
-0.80587	404.788	66.2653	3.35266
-0.765054	403.997	66.1404	3.4098
-0.709764	403.305	66.0431	3.46008
-0.631671	402.583	65.9531	3.51252
-0.506589	401.845	65.8686	3.56714
-0.384658	401.175	65.7971	3.61721
-0.261625	400.49	65.7203	3.66875
-0.154432	399.782	65.6389	3.72317
0.0108153	399.076	65.545	3.77886
0.106467	398.347	65.4415	3.83509
0.220006	397.696	65.3379	3.88566
0.350524	396.995	65.212	3.9403
0.490891	396.266	65.0775	3.99613
0.587085	395.557	64.9423	4.04914
0.656014	394.863	64.7991	4.09994
0.721527	394.174	64.6618	4.15021
0.771517	393.478	64.5249	4.20055
0.80867	392.741	64.3868	4.25341
0.826784	392.027	64.2589	4.3043
0.827579	391.236	64.1235	4.36097
0.805062	390.527	64.011	4.41168
0.758873	389.809	63.9074	4.46301
0.696593	389.087	63.8129	4.5148
0.588277	388.327	63.7199	4.56935
0.494121	387.572	63.6376	4.62374
0.367803	386.789	63.5502	4.68074
0.226237	386.042	63.4582	4.73685
0.129168	385.322	63.3685	4.79087
-0.0409957	384.606	63.2649	4.84703
-0.128551	383.919	63.1563	4.89973
-0.246073	383.213	63.035	4.95422
-0.366347	382.535	62.9107	5.00592
-0.512176	381.865	62.7812	5.05667
-0.59761	381.133	62.6315	5.11099
-0.684895	380.436	62.4924	5.16165
-0.76079	379.731	62.3536	5.21226
-0.818444	379.021	62.2167	5.26304
-0.870973	378.225	62.0674	5.31956
-0.894639	377.445	61.9291	5.37495
-0.890689	376.697	61.8039	5.42826
-0.869975	375.916	61.685	5.48406
-0.804922	375.143	61.5792	5.53978
-0.729196	374.444	61.5078	5.59054
-0.635037	373.703	61.4354	5.64501
-0.518006	373.02	61.3767	5.69588
-0.366413	372.272	61.3172	5.75319
-0.24668	371.597	61.2545	5.80465
-0.0787159	370.924	61.1833	5.85831
0.037538	370.206	61.0907	5.91466
0.184086	369.483	60.9695	5.97135
0.306965	368.766	60.8306	6.02643
0.449744	368.067	60.6738	6.08022
0.559659	367.335	60.5137	6.13467
0.674938	366.576	60.343	6.19053
0.745922	365.863	60.1941	6.24238
0.814244	365.086	60.0429	6.2983
0.84366	364.297	59.8932	6.35448
0.856436	363.593	59.7683	6.40487
0.847098	362.821	59.6398	6.46021
0.814205	362.092	59.5296	6.51231
0.742519	361.313	59.4234	6.56833
0.666273	360.528	59.3337	6.62519
0.543275	359.782	59.257	6.68022
0.44391	359.103	59.2077	6.73062
0.325144	358.369	59.1406	6.78587
0.191355	357.72	59.0813	6.83593
0.0698397	357.071	59.0108	6.88633
-0.110659	356.386	58.9152	6.94007
-0.21834	355.683	58.7937	6.99473
-0.348373	355.024	58.6658	7.04544
-0.525005	354.324	58.5217	7.09875
-0.623867	353.591	58.3603	7.15355
-0.733104	352.879	58.2088	7.20678
-0.850761	352.144	58.0504	7.26127
-0.931803	351.382	57.8985	7.31673
-1.00007	350.632	57.7512	7.37094
-1.03521	349.867	57.6155	7.42596
-1.04873	349.083	57.4848	7.48231
-1.03487	348.32	57.3655	7.53709
-1.00907	347.564	57.2643	7.59171
-0.956142	346.781	57.1674	7.64832
-0.871669	346.071	57.1008	7.70069
-0.781582	345.359	57.0325	7.75335
-0.674413	344.66	56.9686	7.80571
-0.543075	343.914	56.9065	7.86181
-0.388553	343.193	56.833	7.91731
-0.286736	342.457	56.7485	7.97378
-0.125037	341.746	56.643	8.02931
-0.0270062	341.041	56.5148	8.08277
0.129469	340.331	56.3742	8.13724
0.225287	339.561	56.2062	8.19442
0.349297	338.797	56.0326	8.25083
0.438341	338.085	55.878	8.30286
0.507859	337.345	55.7238	8.35625
0.57354	336.602	55.5742	8.40977
0.611849	335.828	55.4216	8.46464
0.63238	335.097	55.2895	8.51671
0.628203	334.312	55.1553	8.57232
0.602082	333.554	55.0363	8.62639
0.537934	332.822	54.9333	8.67867
0.465401	332.035	54.8405	8.73518
0.388103	331.306	54.7643	8.78756
0.267822	330.561	54.7009	8.84222
0.15089	329.827	54.6292	8.89665
-0.017885	329.124	54.5558	8.95085
-0.129234	328.449	54.4775	9.00201
-0.301519	327.738	54.3733	9.05741
-0.384181	327.084	54.2655	9.10753
-0.520583	326.364	54.1327	9.16301
-0.644369	325.66	53.9997	9.21606
-0.749765	324.986	53.8682	9.26632
-0.849673	324.301	53.7334	9.31704
-0.932871	323.607	53.5986	9.36735
-1.01202	322.849	53.4518	9.42186
-1.0703	322.123	53.3197	9.47394
-1.1176	321.361	53.1843	9.52826
-1.15002	320.622	53.0533	9.58096
-1.17205	319.847	52.9165	9.63602
