x	y	z	t
0.45616	449.788	73.4032	0.0527989
0.452271	448.96	73.2653	0.106401
0.447691	448.138	73.1267	0.160044
0.44003	447.368	72.9954	0.210228
0.424905	446.559	72.8547	0.263016
0.409275	445.732	72.7127	0.3175
0.395046	444.898	72.5713	0.372471
0.368202	444.042	72.4241	0.429617
0.340726	443.205	72.2806	0.485942
0.301721	442.376	72.1431	0.540892
0.268542	441.52	72.005	0.597612
0.237693	440.735	71.8852	0.649105
0.198975	439.884	71.7615	0.705351
0.159808	439.092	71.645	0.757693
0.0984873	438.232	71.5132	0.81521
0.00577281	437.43	71.3823	0.8697
-0.0406799	436.598	71.2303	0.925711
-0.12183	435.86	71.084	0.975824
-0.226348	435.061	70.9238	1.02986
-0.288517	434.232	70.7561	1.08552
-0.356151	433.455	70.6097	1.13731
-0.406586	432.617	70.4598	1.1928
-0.420021	431.754	70.312	1.24936
-0.414936	430.974	70.1889	1.29974
-0.384522	430.134	70.0691	1.35407
-0.336638	429.284	69.9579	1.40951
-0.260299	428.471	69.8617	1.46276
-0.2214	427.685	69.7818	1.51447
-0.166788	426.891	69.6929	1.56721
-0.0669584	426.083	69.5955	1.62155
-0.0252953	425.256	69.488	1.67712
0.0968793	424.443	69.3636	1.73285
0.157262	423.621	69.2194	1.78855
0.27127	422.853	69.0737	1.84139
0.321762	422.01	68.9068	1.89841
0.377954	421.256	68.7613	1.94896
0.440571	420.462	68.6145	2.00245
0.455469	419.63	68.4664	2.05778
0.471956	418.816	68.3306	2.11122
0.463073	417.985	68.2012	2.16568
0.44834	417.22	68.0904	2.21598
0.420371	416.414	67.982	2.26841
0.362757	415.624	67.881	2.32001
0.318542	414.75	67.771	2.37734
0.225112	413.92	67.661	2.43295
0.159112	413.145	67.5578	2.48483
0.0808246	412.358	67.4408	2.53896
-0.0699293	411.595	67.3189	2.59256
-0.136915	410.796	67.1744	2.64825
-0.237429	410.055	67.0327	2.70024
-0.355608	409.271	66.8752	2.7561
-0.466973	408.524	66.7288	2.80839
-0.577723	407.708	66.5701	2.86522
-0.652186	406.924	66.4253	2.91933
-0.733678	406.132	66.2796	2.97436
-0.77789	405.286	66.1337	3.03135
-0.773968	404.461	65.9972	3.08694
-0.761903	403.592	65.8708	3.14425
-0.740916	402.823	65.7772	3.19444
-0.696205	401.967	65.6846	3.2503
-0.668359	401.121	65.6079	3.30596
-0.568043	400.263	65.5168	3.3636
-0.521556	399.477	65.4381	3.41738
-0.383166	398.727	65.3514	3.47044
-0.31913	397.923	65.2514	3.5262
-0.148739	397.149	65.1374	3.58179
-0.0666906	396.379	65.0065	3.63597
0.0253977	395.589	64.8579	3.69033
0.152537	394.756	64.6888	3.74689
0.264358	393.997	64.5325	3.79832
0.399402	393.165	64.3661	3.85369
0.472324	392.323	64.1991	3.90866
0.539274	391.547	64.0595	3.95951
0.593679	390.695	63.921	4.01473
0.616583	389.882	63.8008	4.06689
0.621326	389.099	63.693	4.11769
0.605908	388.287	63.5853	4.16988
0.570495	387.441	63.4823	4.2243
0.520866	386.604	63.3772	4.27871
0.459623	385.808	63.2756	4.33117
0.373788	385.014	63.1718	4.38443
0.298359	384.275	63.0666	4.43509
0.167113	383.476	62.9478	4.49114
0.100533	382.671	62.8204	4.54782
0.00250526	381.936	62.6927	4.59936
-0.121472	381.16	62.5438	4.65538
-0.228908	380.454	62.4041	4.70576
-0.350087	379.732	62.2592	4.75693
-0.473671	378.922	62.1009	4.81339
-0.545887	378.105	61.9391	4.86961
-0.614016	377.357	61.7988	4.92032
-0.679327	376.552	61.6532	4.97484
-0.706689	375.755	61.5246	5.02798
-0.71682	374.901	61.4016	5.08414
-0.711476	374.057	61.3003	5.13925
-0.68121	373.208	61.2102	5.19473
-0.64453	372.358	61.116	5.25046
-0.562794	371.579	61.0286	5.30156
-0.516472	370.765	60.9303	5.35551
-0.429045	369.99	60.8203	5.40765
-0.308779	369.198	60.6938	5.46198
-0.232962	368.423	60.5566	5.51548
-0.151611	367.664	60.4159	5.56803
0.00926747	366.915	60.2717	5.62123
0.083767	366.105	60.1077	5.677
0.24544	365.313	59.9532	5.73331
0.32978	364.511	59.7967	5.78718
0.439486	363.692	59.6454	5.84161
0.507993	362.922	59.5057	5.8925
0.553229	362.111	59.363	5.9453
0.597057	361.308	59.2325	5.99755
0.618255	360.454	59.103	6.05297
0.615102	359.59	58.9877	6.10894
0.594587	358.795	58.8892	6.16108
0.549062	357.931	58.7904	6.21784
0.503855	357.151	58.6992	6.26913
0.416124	356.325	58.5982	6.32411
0.368533	355.555	58.5071	6.37592
0.281936	354.791	58.4077	6.42794
0.201708	354.039	58.3037	6.47953
0.101219	353.313	58.1944	6.5303
-0.0352722	352.51	58.0596	6.5875
-0.187185	351.699	57.9144	6.64473
-0.264047	350.896	57.7567	6.70048
-0.410463	350.115	57.6009	6.75565
-0.507533	349.311	57.4475	6.81047
-0.596513	348.556	57.3048	6.86139
-0.677655	347.743	57.1578	6.91588
-0.729913	346.896	57.0214	6.97176
-0.745763	346.063	56.902	7.02595
-0.751123	345.24	56.7926	7.07932
-0.726069	344.418	56.6899	7.13297
-0.699972	343.547	56.5905	7.18967
-0.629699	342.746	56.4968	7.24242
-0.575644	341.889	56.3962	7.29884
-0.484164	341.137	56.2994	7.34909
-0.347544	340.345	56.1912	7.40329
-0.262705	339.505	56.0708	7.46013
-0.154968	338.732	55.9509	7.51252
-0.0348007	337.954	55.8197	7.56637
0.0722451	337.181	55.6794	7.62012
0.226766	336.425	55.5334	7.67351
0.29983	335.608	55.3665	7.72916
0.417247	334.833	55.2125	7.78234
0.469255	334.03	55.0522	7.83625
0.543897	333.173	54.8955	7.89278
0.609863	332.394	54.7595	7.94445
0.628547	331.585	54.6302	7.99735
0.628573	330.762	54.5118	8.05067
0.605518	329.893	54.4031	8.10753
0.567014	329.054	54.3019	8.16256
0.48828	328.265	54.2149	8.21454
0.425509	327.4	54.1249	8.27134
0.312746	326.611	54.0363	8.32434
0.239531	325.778	53.9419	8.37956
0.145669	325	53.8445	8.43214
